,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
235,Princeton ,30,23,7,0.767,6.57,-1.84,,14,0,,10,1,,10,4,,71.6,61.4,,40.2,25.7,57.2,0.45,9.93,26.3,0.378,10.2,13.9,0.738,8.23,33.4,14.2,6.67,3.1,9.93,16.1
236,Providence ,33,20,13,0.606,11.24,7.84,,10,8,,15,3,,4,7,,70.3,66.9,,40.2,24.4,54.4,0.448,7.24,19.5,0.371,14.3,20.7,0.691,8.91,33.4,14.3,6.61,2.97,12.5,17.2
237,Purdue ,35,27,8,0.771,20.13,8.79,,14,4,,15,2,,6,4,,79.7,68.4,,40.4,28,58.4,0.479,9,22.3,0.403,14.7,19.4,0.757,9.83,37.8,18.3,5.17,2.49,13,15.8
238,Purdue Fort Wayne,33,20,13,0.606,0.38,-3.19,,8,8,,14,3,,6,9,,86.9,78.8,,40.6,32,64.5,0.496,10.7,26.5,0.402,12.3,17,0.725,10.1,37.7,17.5,7.73,3.91,13.6,17.9
239,Quinnipiac,31,10,21,0.323,-9.86,-3.22,,7,13,,6,8,,3,10,,76.7,83.3,,40.3,27.4,64.8,0.422,7.35,22.6,0.326,14.6,21.4,0.683,13.9,39.5,14.4,5.74,3.58,14.5,19.6
240,Radford,32,14,18,0.438,-11.34,-4.58,,8,10,,8,6,,4,11,,65.3,70.2,,40.6,23.3,56.3,0.413,7.72,22.3,0.345,11,16.6,0.666,12.4,38.1,12.3,4.78,3.56,14.7,17.2
241,Rhode Island ,35,25,10,0.714,12.88,4.62,,13,5,,13,3,,7,5,,73.6,65.4,,40.1,26.2,57.7,0.454,6.2,18.7,0.332,15.1,22.6,0.668,11.7,37.2,13.3,6.49,5.89,11.1,20.7
242,Rice,35,23,12,0.657,0.51,-4.16,,11,7,,13,6,,9,5,,81.5,75.7,,40.4,27,58.5,0.462,9.31,24,0.388,18.1,24.5,0.74,10.1,38,13.8,6.31,3.69,15,19.1
243,Richmond,35,22,13,0.629,5.45,3.28,,13,5,,12,5,,8,6,,74.2,72,,40.3,26.8,56.9,0.471,7.74,22.7,0.342,12.8,18,0.713,6.74,30.8,16.9,6.63,1.91,11.4,18.1
244,Rider,33,18,15,0.545,-5.34,-5.28,,10,10,,7,5,,9,9,,75.7,75.8,,40.2,27.5,61.6,0.446,5.42,16.3,0.332,15.3,22.8,0.672,12.8,40.3,14.1,6.64,3.61,14.6,19.7
245,Robert Morris,33,14,19,0.424,-8.56,-5.13,,9,9,,6,7,,6,12,,64.4,67.8,,40.2,22.1,55.1,0.4,5.55,17.4,0.319,14.7,22.7,0.648,11,34.5,10.5,7.91,2.42,15.1,20.3
246,Rutgers,33,15,18,0.455,3.69,6.22,,3,15,,10,6,,3,10,,65.5,67.1,,40.2,24.5,59.6,0.411,4.61,15.2,0.303,11.9,19.1,0.623,14.5,40,10.9,6.58,4.64,13.2,17.7
247,Sacramento State,31,13,18,0.419,-10.69,-5.58,,9,9,,8,5,,4,10,,71.1,74.3,,40.6,26.1,56.7,0.459,5.16,16.3,0.316,13.8,21.2,0.651,9.87,35.5,13.2,4.68,4.35,11.6,18.3
248,Sacred Heart,32,13,19,0.406,-10.95,-7.52,,8,10,,6,8,,6,10,,72.7,76.1,,40.8,26,58.8,0.442,6.25,18.7,0.335,14.4,20.6,0.701,11.3,37.3,14.3,6.78,2.69,16.1,19.3
249,Saint Francis (PA),34,17,17,0.5,-8.13,-7.65,,11,7,,8,6,,9,11,,75.8,74.5,,40.4,27.7,59.4,0.467,8.15,20.9,0.391,12.2,17.6,0.692,10.4,36.6,13.9,6.62,4,14.4,16.2
250,Saint Joseph's,31,11,20,0.355,0.14,3.69,,4,14,,6,8,,4,9,,69.5,73.1,,40.3,24.4,58.3,0.418,5.61,17.3,0.324,15.2,23.4,0.65,11.3,36.5,11.4,4.84,3.42,12,17.6
251,Saint Louis,33,12,21,0.364,-6.09,1.85,,6,12,,10,8,,1,10,,61.4,69.3,,40.3,21.2,52.5,0.404,6.97,20.4,0.342,12,18.1,0.663,8.45,33.1,12.8,4.97,2.88,13.4,19.4
252,Saint Mary's (CA) ,34,29,5,0.853,16.75,2.19,,16,2,,15,2,,10,1,,72,57.5,,40,26.2,52.9,0.496,8.62,21.9,0.394,10.9,14.7,0.745,9.53,35.4,16.6,4.21,3.24,10.7,15.1
253,Saint Peter's,36,23,13,0.639,1.6,-3.6,,14,6,,9,5,,11,7,,66,60.8,,40.3,22.9,52.5,0.436,8,21,0.381,12.2,17.4,0.701,8.25,32.8,12.2,6.97,2.94,11.1,15.9
254,Sam Houston,34,21,13,0.618,-7.55,-6.35,,10,8,,14,2,,5,9,,74.3,71.3,,40.1,26.4,60.4,0.437,6.24,19.7,0.316,15.2,22.2,0.686,11.8,37.7,14.9,7.03,2.74,13.7,22.3
255,Samford,36,20,16,0.556,-1.87,-3.7,,8,10,,10,6,,8,9,,78.7,75.9,,41.4,26.5,56.6,0.469,7.75,19.6,0.395,17.9,24.1,0.743,9.58,36.1,16.1,6.17,2.44,13.7,18.8
256,San Diego,31,13,18,0.419,-5.78,0.92,,6,12,,7,10,,6,7,,65.3,71.3,,40.8,21.5,52.8,0.407,8.32,23.9,0.348,14,19.5,0.721,8.19,33.2,12.1,3.9,1.74,12.2,19.4
257,San Diego State,33,19,14,0.576,6.88,1.47,,9,9,,10,4,,3,9,,68.5,62.5,,40.2,23.7,56.9,0.416,7.06,22.3,0.317,14,20.1,0.698,10.6,36.3,10.9,6.88,4.97,11.7,17.3
258,San Francisco,33,20,13,0.606,3.8,0.42,,10,8,,12,4,,5,7,,71.6,67.3,,40,26.3,58.6,0.449,9.06,25.9,0.35,9.91,15.6,0.636,9.52,36,13,6.67,2.79,12.6,19.4
259,San Jose State,30,14,16,0.467,-2.84,1.74,,7,11,,9,7,,5,8,,73.2,74.8,,40.2,25.7,58.3,0.441,6.67,19.1,0.348,15,21.4,0.701,9.43,33.8,13.9,6.33,4.13,12.6,19.6
260,Santa Clara,33,17,16,0.515,2.69,2.03,,10,8,,11,6,,5,7,,66.8,65.4,,40.6,23.6,54.1,0.436,9.64,25.2,0.382,10,13.7,0.732,6.15,29.7,14.1,5.15,1.97,10.3,18.7
261,Savannah State,29,13,16,0.448,-16.04,-8.44,,10,6,,7,4,,6,10,,85.7,91.9,,40.2,28.7,70,0.41,13.5,40.8,0.332,14.7,22.7,0.648,12.3,40.3,17.3,7.79,3.24,14.9,19.7
262,Seattle,30,13,17,0.433,-8.36,-3.95,,5,9,,9,7,,3,9,,69.7,71.4,,40.8,23.8,54.9,0.433,8.67,25.2,0.344,13.5,19.1,0.707,7.43,33.7,15.9,6.63,2.07,14.5,18.9
263,Seton Hall ,33,21,12,0.636,12.1,9.25,,10,8,,12,2,,4,6,,73.2,70.4,,40.5,26.4,59.1,0.447,6.12,18.1,0.338,14.3,22.2,0.643,13.3,39.7,12.3,6.91,2.48,13.6,18.6
264,Siena,34,17,17,0.5,-2,-2.23,,12,8,,10,4,,5,12,,75,74.7,,40.1,26.4,58.5,0.452,5.47,16.7,0.327,16.6,23.4,0.711,12.6,37.8,13.5,5.85,4.12,14,19.5
265,South Alabama,32,14,18,0.438,-6.57,-2.9,,7,11,,10,7,,4,10,,71.4,72.6,,40.6,24.8,58.1,0.427,6.97,21.9,0.318,14.8,22.7,0.655,10.5,34.6,12.8,7.5,3.72,13.1,20.4
266,South Carolina ,37,26,11,0.703,17.52,10.16,,12,6,,15,3,,6,5,,73.2,65.2,,40.7,25,59.4,0.421,6.7,19.8,0.338,16.5,23.6,0.699,12.5,36.4,12.6,7.78,3.84,13,20.3
267,South Carolina State,31,11,20,0.355,-18.37,-6.61,,7,9,,6,4,,4,14,,69.9,80.2,,40.3,25.7,59.6,0.431,5.97,18.6,0.32,12.6,18.2,0.691,10.3,32,12.3,4.97,2.06,12.4,19.2
268,South Carolina Upstate,33,17,16,0.515,-7.64,-5.23,,7,7,,8,8,,7,8,,78,76.7,,40.5,28.4,61.9,0.458,8.61,24.9,0.346,12.7,19.3,0.657,12,38.8,15.4,5.42,3.15,12.8,16.5
269,South Dakota,34,22,12,0.647,-0.42,-2.08,,12,4,,13,1,,7,7,,77.6,73.9,,40.1,26.7,60.1,0.444,6.59,19.3,0.341,17.7,25.1,0.705,10.4,37.3,12.2,6.79,3.38,11.8,19.3
270,South Dakota State ,35,18,17,0.514,-2.3,-0.66,,8,8,,11,2,,3,12,,76.7,77.1,,40.4,25.2,55.4,0.455,9.09,25.2,0.36,17.2,22.3,0.771,9.03,35.1,13.1,5.14,2.37,12.9,16.7
271,South Florida,30,7,23,0.233,-7.28,2.39,,1,17,,6,11,,1,11,,64.8,74.5,,40.2,23.9,56.1,0.425,5.8,16.8,0.346,11.3,17.2,0.657,10.9,35.1,12.2,6.1,3.83,16.3,19.3
272,Southeast Missouri State,33,15,18,0.455,-5.89,-4.28,,9,7,,10,4,,4,11,,74.5,74.7,,40.3,25.8,57.5,0.449,7.97,21.7,0.367,14.9,20.1,0.742,8.76,31,13.8,7.52,1.91,12.4,19.5
273,Southeastern Louisiana,32,16,16,0.5,-7.36,-8.13,,9,9,,11,3,,5,12,,70.9,68.2,,40,24.9,55.3,0.45,6.72,18.5,0.363,14.4,21.1,0.683,12,36.1,14.2,6.81,3.31,16,19.3
274,Southern,33,15,18,0.455,-14.48,-11.68,,10,8,,11,4,,4,13,,71.5,72.8,,40.2,25,57.2,0.437,4.94,15.5,0.32,16.6,23.8,0.696,12.3,37.8,11.6,5.58,3.67,13.7,19.2
275,Southern California ,36,26,10,0.722,11.48,6.4,,10,8,,14,3,,6,5,,78.2,73.1,,40.1,27.1,59.4,0.456,7.86,21.7,0.362,16.2,21.9,0.741,10.8,35.7,15.3,7,5.28,11.1,15.9
276,Southern Illinois,33,17,16,0.515,1.09,2.65,,9,9,,11,6,,5,9,,68.5,69.4,,40.6,24.5,56.5,0.433,5.3,16.8,0.316,14.2,20.4,0.696,10.5,33.8,11.4,6.82,3.88,12.1,18
277,SIU Edwardsville,30,6,24,0.2,-12.25,-3.29,,1,15,,3,10,,2,13,,68.1,76.1,,40.3,22.9,56.2,0.407,4.73,16.2,0.292,17.6,26,0.677,11.8,35.8,10.2,4.73,2.83,14.5,21.9
278,Southern Methodist ,35,30,5,0.857,18.71,4.45,,17,1,,18,0,,8,3,,74.3,60,,40,26.1,55.3,0.473,8.17,20.1,0.406,13.9,19.9,0.697,11.9,38.1,16.2,5.71,3.34,10.8,14.5
279,Southern Mississippi,31,9,22,0.29,-13.4,-2.78,,6,12,,8,6,,1,12,,63,72.2,,40.6,22.3,55.7,0.399,6.45,21.1,0.305,12,17,0.707,8.32,34.1,12.1,4.68,2.06,13.1,17
280,Southern Utah,33,6,27,0.182,-15.58,-5.39,,3,15,,3,10,,2,14,,77.5,85.3,,40.5,24.7,60.7,0.407,8.82,24.7,0.357,19.3,26.1,0.741,11.6,36.9,11.5,5.61,3.24,13.7,24.3
281,St. Bonaventure,32,20,12,0.625,5.95,1.48,,11,7,,11,4,,5,5,,76.8,72.4,,40.3,25.8,58.3,0.443,6.28,18,0.348,19,24.7,0.769,11.5,36,13.2,7.19,4.31,12.5,20.9
282,St. Francis (NY),31,4,27,0.129,-19.24,-6.54,,2,16,,3,10,,0,16,,62,73.7,,40.3,21,60.4,0.347,7.13,25.5,0.279,12.9,19.9,0.649,12.6,34.8,9.26,6.71,2.87,12.2,21.7
283,St. John's (NY),33,14,19,0.424,6.45,8.39,,7,11,,9,6,,4,9,,76.8,78.7,,40,26.2,60.6,0.433,8.42,23.1,0.364,15.9,21.9,0.724,10.2,34.4,13.5,6.79,5.97,13.1,20.8
284,Stanford,31,14,17,0.452,6.39,8.59,,6,12,,10,5,,1,10,,69.7,71.1,,40.2,24.9,56.5,0.44,5.06,15.8,0.32,14.9,21.8,0.682,10.2,34.4,13.6,6.81,2.55,12.9,19.5
285,Stephen F. Austin,33,18,15,0.545,-7.01,-5.75,,12,6,,12,2,,4,10,,69.4,68.8,,40.3,23.7,53.2,0.446,5.85,18.3,0.319,16.1,22.3,0.721,11.5,34.8,12.4,6.76,3.03,17.5,21.7
286,Stetson,32,11,21,0.344,-14.21,-5.45,,3,11,,7,7,,4,13,,77.2,82.9,,40.2,27.7,62.7,0.441,8.16,24.1,0.339,13.7,20.8,0.659,8.56,35.3,13.6,4.84,2.22,11.3,19
287,Stony Brook,32,18,14,0.563,-4.71,-5.05,,12,4,,10,6,,7,8,,69.2,68.9,,40,23.7,58.7,0.404,7.81,23.9,0.327,13.9,19.3,0.721,11.2,34.6,12.2,5.44,3.19,10.2,19.4
288,Syracuse,34,19,15,0.559,13.7,8.47,,10,8,,17,4,,2,8,,76.3,71.1,,40.3,26.3,57.4,0.458,8.82,23.3,0.379,14.9,20.1,0.739,10.7,34.8,15.6,8.09,4.68,12.3,15.9
289,TCU,39,24,15,0.615,15.64,10.95,,6,12,,15,6,,4,8,,74.7,69.7,,40.3,27.3,58.6,0.466,7.18,20.3,0.354,13,18.9,0.686,11.6,36,16.9,6.56,4.49,12.9,17.3
290,Temple,32,16,16,0.5,4.84,5.09,,7,11,,9,7,,4,8,,70.9,71.2,,40.5,25.3,59.9,0.422,8.97,25.2,0.356,11.4,15.8,0.723,10,34.3,14.5,6.5,4,11.4,18.3
291,Tennessee,32,16,16,0.5,11.28,10.18,,8,10,,11,5,,4,7,,74.5,73,,40.2,25.1,59.5,0.422,5.91,18.1,0.326,18.4,25.2,0.729,12.1,37.7,13.8,5.47,4.56,12.5,20.9
292,Tennessee State,30,17,13,0.567,-1.57,-2.96,,8,8,,7,5,,8,7,,71.1,67.7,,40.7,24.8,56,0.443,5.67,16.7,0.339,15.9,22.9,0.692,12.2,37.2,11.3,6.7,3.4,15.1,21.1
293,Tennessee Tech,32,12,20,0.375,-7.6,-4.17,,8,8,,7,8,,5,11,,72.4,73.1,,40.6,24.5,58.1,0.422,7.53,23.2,0.325,15.8,22.3,0.708,11.1,35.8,13.6,6.66,3.59,13.6,21.1
294,Tennessee-Martin,35,22,13,0.629,-4.7,-4.34,,10,6,,14,2,,7,10,,76.9,75.1,,40.4,27.6,59,0.468,8.2,23.2,0.353,13.5,19.7,0.688,12.9,37.5,15.9,6.51,3.51,15.1,17.3
295,Texas,33,11,22,0.333,10.99,12.75,,4,14,,10,7,,0,11,,67.1,68.9,,40,24.5,55.9,0.439,5.48,18.8,0.292,12.5,19.3,0.65,9.79,34.3,11.4,5.76,4.52,13.4,17.8
296,Texas A&M,31,16,15,0.516,10.36,7.97,,8,10,,11,5,,3,7,,70.2,67.8,,40,25.9,56.6,0.458,6.1,18.5,0.329,12.2,18.8,0.649,12.9,38.5,15.8,6,5.58,14.2,16.5
297,Texas A&M-Corpus Christi,36,24,12,0.667,-2.97,-5.79,,12,6,,16,2,,7,9,,75.4,71.5,,40.4,27.1,57.5,0.47,5.42,16.3,0.332,15.9,22,0.722,10.2,34.1,13.5,9.36,3.94,13.5,19.5
298,Texas Southern ,35,23,12,0.657,-6.41,-7.81,,16,2,,10,0,,11,11,,74.1,72.7,,40.3,24.7,57.6,0.429,5.86,19.9,0.295,18.7,25.5,0.735,11.5,35.1,11.7,7.17,3.14,11.6,17.3
299,Texas State,36,22,14,0.611,-2.23,-4.29,,11,7,,13,4,,5,9,,66.9,62.7,,40.4,24,53.7,0.447,6.03,18.3,0.33,12.8,19.3,0.661,9.56,33.6,14.6,6.58,4.44,11.8,17.8
300,Texas Tech,32,18,14,0.563,14.11,7.86,,6,12,,16,3,,1,9,,73.3,67.1,,40.6,26.1,55.5,0.47,6.63,18,0.367,14.5,19.8,0.733,9.34,32.8,13.3,5.28,3.06,11.1,17.6
301,Texas-Rio Grande Valley,32,10,22,0.313,-11.44,-3.68,,2,12,,7,7,,1,14,,78.3,83.3,,40.8,27.2,64.1,0.424,8.63,25.7,0.336,15.3,21.4,0.717,11.9,36.9,15.1,7.69,2.56,15.8,24.4
302,The Citadel,33,12,21,0.364,-12.86,-2.93,,4,14,,8,8,,3,12,,89.8,94.6,,40.5,29.7,71.4,0.416,12,35.3,0.341,18.4,24.3,0.757,13.6,37.3,17,9.27,2.58,14.3,22.3
303,Toledo,34,17,17,0.5,1.16,-0.9,,9,9,,12,4,,4,10,,78.7,75.5,,41.5,27.8,57.8,0.48,7.71,21.3,0.362,15.4,22.2,0.695,9.97,37.5,16.2,3.97,2.71,13.1,16.9
304,Towson,33,20,13,0.606,1.84,-1.28,,11,7,,12,3,,6,8,,74.2,69.2,,40.5,25.8,57.6,0.447,4.7,15.1,0.311,17.9,26.3,0.682,13.5,39.5,10.5,6.85,3.58,12.9,20.8
305,Troy ,37,22,15,0.595,-0.47,-3.36,,10,8,,10,4,,6,10,,78.1,72.1,,40.1,26.5,58.2,0.456,8.41,23.4,0.359,16.6,22.9,0.725,11.1,36.8,13.1,5.97,3.49,12.5,17.7
306,Tulane,31,6,25,0.194,-3.98,4.25,,3,15,,4,10,,2,10,,70.3,78.5,,40.5,24.2,59.9,0.405,7.13,22,0.324,14.7,20.5,0.717,11.3,34.3,12.8,6.19,3.84,13.5,20.8
307,Tulsa,32,15,17,0.469,2.45,5.29,,8,10,,10,5,,3,9,,67.4,70.3,,40.2,21.9,52.3,0.419,7.31,21.3,0.343,16.3,22.4,0.729,9.72,34.8,11.3,4.53,2.5,14.8,18.1
308,UAB,33,17,16,0.515,-1.17,-1.83,,9,9,,11,5,,4,8,,71.8,70.2,,40.3,25.3,54.8,0.462,6.15,17.7,0.348,15,20.4,0.736,9.73,36,15.2,4.76,4.85,13.5,16
309,UC Davis ,36,23,13,0.639,-5.21,-4.68,,11,5,,11,0,,6,9,,70.1,69.6,,40.4,24.3,55.8,0.435,6.14,17.6,0.348,15.5,23,0.674,10.1,35.6,12.8,5.61,3.28,14.3,19.1
310,UC Irvine,36,21,15,0.583,0.18,-2.7,,12,4,,11,2,,7,9,,69.8,64.8,,40.3,25.4,57.3,0.444,7.36,20.4,0.361,11.6,17,0.686,11.2,39.7,12.8,4.89,4.28,13.4,20.8
311,UC Riverside,29,8,21,0.276,-11.39,-3.87,,5,11,,5,8,,3,12,,65.3,69.5,,40.2,23.8,57.6,0.412,5.97,19.1,0.313,11.9,17.1,0.695,9.1,34.9,11.7,6.83,3.03,13.3,19.7
312,UC Santa Barbara,28,6,22,0.214,-13.49,-2,,4,12,,5,8,,1,12,,60.8,71,,40.2,22.2,59,0.377,5.5,19,0.29,10.8,17.1,0.634,12.7,36.7,12.1,5.29,2.11,12.2,17.9
313,UCF,36,24,12,0.667,9.58,3.69,,11,7,,15,3,,6,6,,67.1,61.2,,40.1,22.9,52.7,0.435,7.31,20.8,0.352,13.9,21.1,0.661,10.8,40.9,11.1,4,4.03,14.6,15.2
314,UCLA ,36,31,5,0.861,20.67,6.39,,15,3,,16,1,,8,2,,89.8,75.5,,40,33.6,64.4,0.522,9.83,24.2,0.406,12.8,17.3,0.738,9.53,38.5,21.4,5.89,5.31,11.2,16.2
315,UNC Asheville,33,23,10,0.697,0.84,-5.61,,15,3,,13,1,,10,8,,77.1,68.5,,40.8,27.5,57.8,0.476,8,20.3,0.394,14.1,20.6,0.681,8.52,33.2,15.5,9.27,1.94,11.6,16.8
316,UNC Greensboro,35,25,10,0.714,-0.1,-2.63,,14,4,,13,4,,8,5,,75.1,69.3,,40,27.1,58.4,0.464,8.8,23.1,0.382,12.2,17.2,0.706,11.6,35.5,15,7,3.8,13.5,18.2
317,UNC Wilmington ,35,29,6,0.829,8.06,-0.55,,15,3,,13,1,,11,3,,84.8,75,,40.1,30.6,63.7,0.48,9.6,26.2,0.366,14,20.2,0.691,12.1,36,16.1,6.69,3.29,10.4,20
318,UT Arlington,36,27,9,0.75,5.92,-0.87,,14,4,,14,1,,12,7,,78.3,69.9,,40,27.8,60.2,0.461,8.61,25.6,0.337,14.2,20.8,0.681,11.9,38.4,15.7,7.39,2.25,13.1,19.2
319,Utah,32,20,12,0.625,12.45,4.32,,11,7,,14,4,,5,6,,78.5,68.1,,40.3,29.3,58,0.504,6.72,19,0.353,13.3,19.4,0.682,10,38,14.9,6.09,3.53,13.5,16.8
320,Utah State,31,14,17,0.452,2.9,2.46,,7,11,,10,5,,3,8,,72.3,70.8,,40.2,25.5,55.3,0.461,7.55,19.9,0.379,13.8,19.6,0.701,8.26,35.4,15,4.94,2.94,12.6,19
321,Utah Valley,34,17,17,0.5,-1.22,-2.44,,6,8,,8,5,,8,11,,76.9,72.9,,40.7,26.1,59.6,0.437,8.82,27.6,0.32,16,22.6,0.708,9,39.7,15.6,6.35,3.62,15.4,19.6
322,UTEP,32,15,17,0.469,-3.13,-2.51,,12,6,,8,8,,5,6,,69.3,68.8,,40.6,25.4,54.1,0.469,5.63,16.2,0.348,12.9,19.5,0.662,7.34,34.4,14.5,5.38,3.09,13.3,19.3
323,UTSA,33,14,19,0.424,-7.42,-3.03,,8,10,,11,3,,2,15,,66,69.4,,40,23.3,59.4,0.393,5.21,18.4,0.283,14.2,21.3,0.666,12.9,39.2,10.8,5.55,1.88,12.7,19.5
324,Valparaiso,33,24,9,0.727,3.94,-1.59,,14,4,,15,2,,7,6,,74.7,68.9,,40.3,25.7,57.9,0.444,6.58,20.3,0.324,16.7,21.6,0.775,10.6,37.9,12.8,6.39,2.91,12.9,18.8
325,Vanderbilt ,35,19,16,0.543,13.69,10.72,,10,8,,11,5,,5,6,,71.1,68.1,,40.1,23.3,54.2,0.43,9.89,26.3,0.376,14.7,18.9,0.777,8.17,34.5,12.9,4.2,3.8,12.3,16.6
326,Vermont ,35,29,6,0.829,6.67,-3.27,,16,0,,16,1,,11,3,,73.5,62.1,,40,26.9,54.5,0.494,6.54,17.7,0.369,13,18.6,0.7,9.31,34.1,13.6,5.69,4.31,11.2,15.9
327,Villanova ,36,32,4,0.889,23.8,9.28,,15,3,,14,1,,9,2,,77.2,62.7,,40,26.8,54.1,0.495,8.64,23.4,0.369,14.9,18.9,0.79,8.78,33.6,14,7.19,3.03,11.2,14.3
328,Virginia ,34,23,11,0.676,20.63,10.93,,11,7,,12,4,,7,5,,66.1,56.4,,40.6,24.7,53.6,0.46,6.82,17.7,0.385,9.88,13.9,0.709,8.74,32.9,13.9,5.59,4.06,9.53,16.4
329,Virginia Commonwealth ,35,26,9,0.743,11.57,3.77,,14,4,,15,1,,7,4,,74.7,66.9,,40.6,27,58.6,0.461,5.69,17.2,0.331,15.1,21.3,0.705,11,36.4,15,7.51,3.94,12.4,20.8
330,VMI,30,6,24,0.2,-13.91,-1.8,,3,15,,5,9,,1,14,,68.6,78.2,,40,24.4,59.3,0.412,8.27,26.2,0.316,11.5,16.7,0.69,10.2,33.1,11.9,6.27,3.8,13.2,19.8
331,Virginia Tech ,33,22,11,0.667,12.77,8.38,,10,8,,15,2,,4,6,,79.1,74.7,,40.3,26.9,54.9,0.489,8.79,21.8,0.403,16.5,22.5,0.737,7.27,32.4,15.1,3.97,2.76,12.1,16.5
332,Wagner,30,16,14,0.533,-7.13,-7.89,,11,7,,8,7,,8,7,,68.2,65.8,,40.5,24.2,56.7,0.428,6.1,18.4,0.332,13.7,19.8,0.691,14.5,39.5,10.9,4.87,3.6,14.1,20.5
333,Wake Forest ,33,19,14,0.576,14.19,9.8,,9,9,,11,3,,5,8,,82.8,78.4,,40,28,59.2,0.472,8.12,21.1,0.385,18.8,24.1,0.779,10.6,36.3,15.5,5.55,3.67,11.8,20.2
334,Washington,31,9,22,0.29,2.15,6.82,,2,16,,7,9,,1,11,,76.4,81.1,,40.2,28.2,62.9,0.448,7.29,20.6,0.354,12.7,19.4,0.654,12.9,37.5,13.2,6.03,5.52,13.7,20.3
335,Washington State,31,13,18,0.419,0.13,6.87,,6,12,,9,7,,2,7,,70.3,76.6,,40.2,25.8,56.1,0.461,6.74,18.5,0.364,11.9,15.7,0.756,6.42,32,14.6,4.19,2.74,12.5,16.2
336,Weber State,34,20,14,0.588,-2.32,-5.13,,12,6,,10,3,,7,8,,79.8,73.7,,40.6,26.7,54.9,0.487,9.18,22,0.417,17.2,23.2,0.741,7.15,32.4,13,5.18,3.44,11.2,17.5
337,West Virginia ,37,28,9,0.757,24.45,9.67,,12,6,,16,2,,6,4,,81.5,66.7,,40.7,28.6,63.1,0.454,7.43,20.5,0.362,16.8,24.5,0.685,14.4,37.5,16.4,10,4.76,12.3,20.4
338,Western Carolina,32,9,23,0.281,-15.3,-0.7,,4,14,,6,8,,3,13,,61.4,73.3,,40,22.5,57.6,0.39,5.69,18.5,0.307,10.8,16.5,0.653,12.4,36.2,11.3,6.19,2.34,16.1,20.7
339,Western Illinois,28,8,20,0.286,-11,-2.38,,5,11,,5,8,,3,11,,71.9,76.8,,40.9,25.4,58.3,0.435,9.07,23.4,0.388,12,17,0.707,6.93,34.6,13.4,4.64,4.43,12.8,19.5
340,Western Kentucky,32,15,17,0.469,-5.8,-2.89,,9,9,,11,3,,4,12,,69,71.9,,40,24.3,55.2,0.44,6.69,18.9,0.353,13.8,20.5,0.671,9.44,35,12.4,4.47,3.28,12.1,14.8
341,Western Michigan,32,16,16,0.5,-0.78,-0.55,,11,7,,13,2,,3,9,,75.5,75.3,,40.2,27,59.8,0.451,6.53,17.6,0.371,15.1,21.4,0.704,11.6,36.1,12.9,5.72,2.84,12.5,18.8
342,Wichita State ,36,31,5,0.861,21.24,2.96,,17,1,,16,1,,9,1,,81,62.4,,40,27.6,58.7,0.469,8.61,21.4,0.403,17.3,23.6,0.733,12.1,40.9,16.3,6.53,3.89,11.3,18.8
343,William & Mary,31,17,14,0.548,-0.14,-0.73,,10,8,,13,1,,3,12,,81.7,77.8,,40.3,28.6,58.3,0.491,9.13,23.9,0.382,15.4,22.2,0.692,8.74,36.2,17.5,5.39,4.9,12.5,18.3
344,Winthrop ,33,26,7,0.788,1.34,-6.12,,15,3,,13,3,,12,3,,79.2,70.4,,40.9,27,59.3,0.455,9.48,25.4,0.373,15.8,22,0.717,9.58,37.1,12.8,6.55,5.12,13,18.3
345,Wisconsin ,37,27,10,0.73,19.4,9.4,,12,6,,15,2,,5,5,,72.4,62.4,,40.5,26.2,57.7,0.455,7.65,21.3,0.359,12.2,19,0.644,12.4,37.2,13.6,6.76,3.51,11.1,16.3
346,Wofford,33,16,17,0.485,-0.71,-1.08,,10,8,,11,2,,4,10,,78.6,75.1,,40.9,27.3,58.4,0.467,9.42,23.4,0.403,14.6,18.8,0.779,9.79,33.5,16.7,5.61,2.15,12.3,18.6
347,Wright State,32,20,12,0.625,-1.02,-2.42,,11,7,,12,4,,8,7,,77,72.4,,40.3,25.5,56.8,0.449,8.91,23.4,0.381,17.1,22.3,0.764,10.2,35.5,14.8,5.66,2.34,14.8,18.6
348,Wyoming,38,23,15,0.605,2.83,0.55,,8,10,,19,3,,3,10,,77.9,74.6,,40.7,25.9,59.6,0.435,9.71,27.8,0.35,16.3,22.3,0.73,8.47,38.1,14.8,5.13,4.53,13.2,20.6
349,Xavier ,38,24,14,0.632,14.8,11.51,,9,9,,12,4,,4,8,,74.6,71.3,,40.1,25.8,56.5,0.457,7.03,20.4,0.345,16,23.2,0.688,11.9,37.3,14.7,6,2.63,12.6,18.7
350,Yale,29,18,11,0.621,0.21,-2.19,,9,5,,10,3,,7,7,,74.2,69.9,,40.2,26.5,56.7,0.468,7.17,20.1,0.357,14,19.1,0.732,10.4,36.4,15.6,5.59,4.24,13,15.7
351,Youngstown State,34,13,21,0.382,-9.75,-2.56,,5,13,,7,7,,3,12,,76.9,82.4,,40.9,28.9,65.6,0.44,7.35,22.1,0.333,11.9,17.7,0.672,10.4,36.6,15.1,5.5,3.15,11.9,16.6
