,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
234,Presbyterian,31,11,20,0.355,-13.38,-4.98,,5,13,,7,8,,3,11,,67.5,72.9,,40.2,24.3,56.2,0.433,4.77,16.2,0.295,14.1,19.8,0.711,9.61,33.8,11.3,6.65,1.94,14.2,19.2
235,Princeton,29,22,7,0.759,7.17,-1.72,,12,2,,13,0,,9,6,,79.1,68.6,,40.5,27.6,59.5,0.464,9.72,25.4,0.383,14.2,20,0.712,9.93,36.9,14.9,7.1,3.59,11.4,17.3
236,Providence ,35,24,11,0.686,11.94,8.46,,10,8,,13,4,,7,4,,73.6,70.1,,40.4,25.2,59.8,0.421,7.11,22.2,0.321,16.2,22.3,0.725,11.5,36.1,15.7,6.54,3.51,11.3,16.9
237,Purdue ,35,26,9,0.743,20.17,7.46,,12,6,,17,1,,5,5,,77.9,65.2,,40.4,27.4,58.3,0.47,7.66,20.9,0.367,15.4,20.7,0.744,11.6,41.2,17.6,4.2,4.71,12,17.3
238,Purdue Fort Wayne,34,24,10,0.706,0,-1.66,,12,4,,12,1,,10,7,,79.4,76,,40.3,27.4,59.3,0.462,10.4,25.4,0.41,14.2,19.7,0.72,10.1,36.2,15.1,5.59,3.29,12.3,17.3
239,Quinnipiac,30,9,21,0.3,-10.38,-4.98,,6,14,,6,8,,3,11,,65.6,71,,40.5,23.3,63.2,0.368,7.63,22.4,0.341,11.5,17.7,0.647,16.6,43.3,12.6,4.87,4.7,15.3,20.4
240,Radford,31,16,15,0.516,-5.17,-3.45,,9,9,,8,6,,7,7,,73.1,72.5,,41,27.2,60.8,0.448,7.29,21.2,0.343,11.4,17.5,0.651,13.2,37.9,13.2,5.9,4.45,13.4,18.7
241,Rhode Island,32,17,15,0.531,7.92,3.29,,9,9,,13,4,,3,9,,69.4,64.8,,40.5,24.4,55.1,0.444,6.66,18.3,0.365,13.8,20.7,0.669,10.5,34.9,12.2,5.31,4.97,11.5,18.9
242,Rice,32,12,20,0.375,-8.8,-2.7,,7,11,,9,8,,3,11,,75.8,80.5,,40.2,25.4,56.2,0.452,7.13,22.4,0.318,17.9,24.2,0.741,9.19,32.9,13.1,6.41,2.78,13.1,17.6
243,Richmond,32,16,16,0.5,7.28,4.56,,7,11,,9,7,,5,7,,76.6,73.8,,40.5,27.8,57.8,0.482,7.5,21.1,0.356,13.4,20.4,0.66,7.84,31.9,16.6,6.56,2.31,10.2,19.1
244,Rider,33,13,20,0.394,-5,-3.6,,8,12,,7,6,,4,12,,66,67.4,,40.6,23.3,54.6,0.427,6.18,19.6,0.315,13.2,19.3,0.682,10,35.5,12.6,5.73,3.76,12.8,17.8
245,Robert Morris,32,10,22,0.313,-13.53,-7.75,,8,10,,4,8,,5,14,,65.1,70.8,,40.2,23.2,55.6,0.416,5.56,20.2,0.276,13.2,19.8,0.667,9.47,32.6,12.5,8.28,3.97,14.2,17.3
246,Rutgers,32,7,25,0.219,-7.06,6.43,,1,17,,7,11,,0,11,,67.7,80.3,,40.5,24.5,58.7,0.418,5.03,15.7,0.32,13.6,20,0.68,9.81,34.8,11.8,6.09,3.53,13.8,17.6
247,Sacramento State,31,14,17,0.452,-8.63,-5.32,,6,12,,10,5,,3,11,,71.3,72.2,,40.2,25.5,57.5,0.443,6.74,19.9,0.338,13.6,20.2,0.671,9.74,35.9,14,5.65,4.19,11.8,20.4
248,Sacred Heart,30,12,18,0.4,-13.01,-9.05,,11,7,,6,5,,5,13,,73.9,77.9,,40.3,26.2,59.8,0.437,5.63,18.1,0.311,15.9,23.2,0.688,12.6,37.6,12.1,6.33,2.57,14.7,20.8
249,Saint Francis (PA),30,13,17,0.433,-12.57,-9.06,,9,9,,8,6,,5,11,,70.3,72.7,,40.3,23.9,56.7,0.421,7.27,20.2,0.359,15.3,22.1,0.695,11.6,36.4,11.9,4.67,3.17,12.6,17.2
250,Saint Joseph's ,36,28,8,0.778,12.1,4.93,,13,5,,12,4,,10,2,,77.2,70.1,,40.1,27.1,59.8,0.453,6.97,21.3,0.327,16,22.4,0.716,10.1,38.3,14.8,5.11,3.31,9.86,16.2
251,Saint Louis,32,11,21,0.344,-2.73,3.49,,5,13,,7,11,,3,8,,65.8,72,,40.3,22.6,53.9,0.419,6.22,19,0.328,14.3,20.4,0.703,7.19,32.7,13.3,5.47,2.06,13.6,20.2
252,Saint Mary's (CA),35,29,6,0.829,13.6,1.24,,15,3,,20,1,,7,4,,73.6,60.9,,40,27.2,53.9,0.504,8.66,21.3,0.406,10.6,15.4,0.688,8.86,35,16.7,4.83,3.4,9.57,15.4
253,Saint Peter's,30,14,16,0.467,-5,-4.3,,12,8,,9,5,,5,10,,65.5,66.2,,40.3,23.3,55.3,0.422,6.1,18.7,0.327,12.8,19.4,0.658,10.7,36.7,11.9,5.47,3.2,13.1,17.6
254,Sam Houston,34,18,16,0.529,-6.06,-6.5,,12,6,,10,5,,6,9,,75,71.4,,40.3,25.8,59.2,0.435,7.76,22.8,0.341,15.7,22.6,0.698,11.2,37.1,16.9,5.53,1.68,11.8,21.8
255,Samford,33,14,19,0.424,-5.94,-4.49,,4,14,,6,7,,5,11,,73.9,74,,40.8,25.6,56.3,0.455,5.36,16.6,0.323,17.4,24.2,0.718,10.5,34.6,13.2,6.85,3.42,13.8,20.9
256,San Diego,30,9,21,0.3,-7.78,1.42,,4,14,,6,7,,1,11,,60.7,69.1,,40,21,53.8,0.39,6.4,22.4,0.285,12.3,18.6,0.662,9.63,33.2,10.9,4.63,3.93,13.7,21.3
257,San Diego State,38,28,10,0.737,11.89,4.33,,16,2,,16,4,,9,2,,68.6,60.6,,40.3,23.3,55.3,0.421,5.84,18.1,0.323,16.1,23.5,0.687,11.9,38.8,10.7,5.53,5.45,12.3,17.1
258,San Francisco,30,15,15,0.5,-2.92,-0.68,,8,10,,10,7,,5,7,,77.6,78.7,,40.7,26.9,61.3,0.439,7.77,22,0.354,16,23.6,0.678,12.9,39.4,12.4,5.4,2.93,12.6,20.6
259,San Jose State,31,9,22,0.29,-5.79,1.35,,4,14,,7,7,,1,13,,70.5,73.9,,40.2,24.4,57.5,0.424,6.84,22.3,0.307,14.9,22.6,0.659,10.5,36.5,14.5,6,3.87,13.9,22.2
260,Santa Clara,31,11,20,0.355,-4.67,1.86,,7,11,,7,8,,3,9,,67.2,73.3,,40.8,23,56.2,0.41,7.48,21.8,0.344,13.7,19.1,0.718,9,33.8,12.4,4.32,2.68,11.3,19.8
261,Savannah State,32,16,16,0.5,-15.39,-8.59,,9,7,,12,3,,2,12,,62.3,67.7,,40.2,20.8,52.7,0.396,6.38,20.2,0.315,14.1,21.4,0.659,9.28,31.9,10.3,6.28,2.63,14.8,19.8
262,Seattle,32,15,17,0.469,-9.62,-5.02,,7,7,,10,8,,3,8,,64.8,66.9,,40.2,23,54.1,0.424,6.16,17.2,0.358,12.7,19.1,0.665,11.4,36.7,13,6.03,1.59,15.8,18.3
263,Seton Hall ,34,25,9,0.735,14.66,8.28,,12,6,,13,3,,7,4,,74.2,67.8,,40.1,26.2,58.8,0.446,6.06,17.5,0.347,15.6,23.8,0.658,12.9,39.9,13.4,7.38,4.56,13.8,18.7
264,Siena,34,21,13,0.618,1.73,-3.19,,13,7,,12,3,,7,9,,78.2,73.3,,40.7,27.3,58.6,0.466,6.32,17.2,0.368,17.2,23.9,0.722,13.4,40.1,14.5,6.18,4.56,16.1,21
265,South Alabama,33,14,19,0.424,-8.18,-2.02,,8,12,,8,6,,4,11,,69.2,73.5,,40.8,23.8,58.1,0.409,6.45,20,0.323,15.2,22.6,0.673,11.8,37.2,10.6,6.7,4,14.6,20.1
266,South Carolina,34,25,9,0.735,12.01,5.83,,11,7,,16,3,,5,5,,76,69.3,,40.3,25.9,60,0.432,6.35,18.1,0.352,17.7,26,0.683,13.9,40.4,13.6,6.76,4.44,13.6,19.8
267,South Carolina State,34,19,15,0.559,-9.99,-8.24,,12,4,,10,1,,6,12,,73.1,73.1,,40,26,57.5,0.453,5.91,17.3,0.341,15.1,21.1,0.718,10.1,33.7,12.7,4.59,2.76,11.8,19.3
268,South Carolina Upstate,32,10,22,0.313,-13.78,-4.39,,4,10,,7,10,,3,12,,72.3,78,,40.3,26.9,59.8,0.449,6.81,20,0.341,11.8,18.4,0.639,13,38.4,15.1,5.47,3.31,14,19.5
269,South Dakota,32,14,18,0.438,-5.58,-0.88,,5,11,,6,6,,5,10,,76.3,79.3,,40.8,28.5,61.1,0.467,6.28,17.7,0.356,13.1,18.6,0.701,9.03,33.7,15.4,6.53,3.53,12.1,20.7
270,South Dakota State ,34,26,8,0.765,5.44,-1.22,,12,4,,12,0,,8,7,,76.2,68.1,,40,25.8,57.4,0.45,7.5,21,0.357,17.1,23,0.743,11.2,37.6,11.2,4.97,2.47,11.7,19.7
271,South Florida,33,8,25,0.242,-2.85,5.24,,4,14,,4,14,,3,9,,63.2,71.3,,40,23.5,56.1,0.418,4.03,14.1,0.286,12.2,18.5,0.66,12.5,38.5,10,4.55,5.33,14.7,17.8
272,Southeast Missouri State,29,5,24,0.172,-16.05,-3.43,,2,14,,3,10,,2,14,,67,77.7,,40.2,24.1,59,0.409,5.31,17.7,0.3,13.5,21.1,0.641,11.2,35.2,12.3,7.52,1.59,13.9,17.7
273,Southeastern Louisiana,33,12,21,0.364,-13.61,-7.55,,9,9,,9,3,,2,15,,71,75.4,,40.2,25.2,55.5,0.453,7.3,19.6,0.372,13.4,21,0.635,10.2,34.5,14.3,6.39,2.7,15.3,20.8
274,Southern ,35,22,13,0.629,-7.68,-9.37,,11,7,,12,1,,6,10,,72.4,68.7,,40,26,58.5,0.444,6.03,17.4,0.346,14.4,21.5,0.67,10.4,35.9,10.9,7.37,3.51,11.2,19.4
275,Southern California ,34,21,13,0.618,13.52,7.64,,9,9,,16,2,,3,7,,80.5,74.6,,40.6,28.9,62.9,0.459,7.82,20.2,0.387,14.9,22.1,0.676,11.8,39.3,14.8,6.32,5.32,12.2,17.4
276,Southern Illinois,32,22,10,0.688,2.79,-1.3,,11,7,,12,4,,9,4,,73.8,69.7,,40.3,25.9,57.1,0.453,6.63,19.3,0.343,15.4,22.4,0.685,11.2,35.5,11.6,7.25,1.97,13.7,21.4
277,SIU Edwardsville,28,6,22,0.214,-10.78,-2.6,,3,13,,3,11,,3,11,,65.7,73.9,,40.4,22.6,56.8,0.398,5.64,18.5,0.304,14.8,21,0.704,12.1,35.8,10.8,4.93,4,13.5,22.1
278,Southern Methodist,30,25,5,0.833,18.42,4.56,,13,5,,16,1,,7,4,,77.3,63.4,,40,28.6,57.6,0.497,6.47,15.4,0.42,13.6,19.5,0.7,13.2,39.4,17.6,6.07,4.57,12.4,15.7
279,Southern Mississippi,29,8,21,0.276,-10.58,-3.66,,5,13,,6,9,,2,12,,64.3,70.5,,40.7,21.1,51.6,0.409,8.86,24.9,0.356,13.3,18.6,0.713,7.86,31.7,12.2,5.38,2.17,13.4,18.7
280,Southern Utah,30,6,24,0.2,-17.36,-4.22,,3,15,,3,10,,3,13,,68,81,,40.3,23.6,54,0.436,6.67,18.3,0.364,14.2,19.9,0.712,7.93,30.9,11.3,5.43,2.63,12.7,20.1
281,St. Bonaventure,31,22,9,0.71,6.55,1.87,,14,4,,14,3,,8,5,,77.7,73,,40.3,26.2,58.9,0.445,8.26,22.2,0.373,17.1,22.1,0.773,11.1,35.5,13.5,5.94,4.26,11.5,19.4
282,St. Francis (NY),32,15,17,0.469,-11.24,-9.24,,11,7,,9,5,,6,11,,65.5,66.6,,40.3,22.2,55.8,0.397,7.5,24.3,0.309,13.6,20.4,0.667,12.2,37,11.6,5.97,5.03,13.8,18.8
283,St. John's (NY),32,8,24,0.25,-1.9,7.94,,1,17,,7,10,,0,10,,67.9,77.3,,40,23.7,58.3,0.406,6.44,19.8,0.325,14.2,22.3,0.636,10.8,35.7,12.9,6.31,5.47,15.3,21.3
284,Stanford,30,15,15,0.5,8.06,10.41,,8,10,,12,5,,2,8,,69.6,70.4,,40.3,23.5,55.1,0.426,5.73,17.9,0.32,16.9,24.7,0.685,10.9,34.3,11.7,6.77,3.13,11.8,20
285,Stephen F. Austin ,34,28,6,0.824,9.23,-5.47,,18,0,,14,0,,9,4,,80.2,63.3,,40,28.6,59.8,0.478,7.91,21.8,0.363,15.1,20.6,0.735,11.9,34.9,18.7,9.12,3.59,12.1,20.6
286,Stetson,34,12,22,0.353,-10.78,-4.35,,4,10,,6,8,,5,13,,80.3,82.6,,40.9,28.3,62.5,0.453,8.29,22.7,0.365,15.4,21.3,0.721,9.74,35.7,15.3,6.32,2.44,12.3,18.1
287,Stony Brook ,33,26,7,0.788,3.75,-5.28,,14,2,,15,1,,11,5,,76.2,64.1,,40.2,28.3,60.4,0.468,6.67,18.1,0.368,13,19.3,0.673,12.9,39.8,16.4,6.18,4.55,11.5,15.8
288,Syracuse ,37,23,14,0.622,14.62,9.75,,9,9,,13,4,,3,8,,70,65.1,,40.4,23.9,56.2,0.425,8.51,23.7,0.36,13.7,19.9,0.688,12,35.6,13.3,8.11,4.38,11.9,16.2
289,TCU,33,12,21,0.364,4.07,8.62,,2,16,,9,9,,1,10,,66.9,71.5,,40,22.2,54.8,0.406,5.67,16.9,0.335,16.8,25,0.671,10.8,33.7,11.6,6.45,3.82,14.5,20.5
290,Temple ,33,21,12,0.636,7.69,6.57,,14,4,,11,3,,8,4,,68.7,67.6,,40.8,24.9,61.2,0.407,7.73,22.9,0.337,11.2,16.3,0.684,11.2,37.1,13.5,5.24,3.12,9.24,16.2
291,Tennessee,34,15,19,0.441,7.8,7.86,,6,12,,12,4,,1,11,,75.1,75.2,,40,26.2,62.2,0.421,7.38,22.6,0.327,15.4,21.2,0.725,12.6,38,13.5,5.29,4.59,11.2,19.5
292,Tennessee State,31,20,11,0.645,-1.81,-5.3,,11,5,,11,3,,7,7,,73.3,68.8,,40.6,25.6,56.8,0.452,5.58,16.7,0.335,16.5,23.7,0.695,11.4,37.1,10.6,8.06,3.65,13.7,20.6
293,Tennessee Tech,31,19,12,0.613,-3.21,-3.66,,11,5,,14,1,,5,9,,77.9,75.5,,40.2,25.5,55.8,0.458,8.58,23.6,0.364,18.3,24.6,0.743,9.39,35.5,14.3,5.13,3.84,12.4,19.4
294,Tennessee-Martin,35,20,15,0.571,-5.57,-4.72,,10,6,,11,2,,8,10,,73,71.3,,40.6,25.4,57.1,0.444,7.83,22.5,0.347,14.4,20.3,0.709,10.6,36.5,12.1,5.8,2,12.2,17.4
295,Texas ,33,20,13,0.606,14.8,11.71,,11,7,,14,3,,5,5,,71.4,68.3,,40.3,24.7,57.1,0.432,7.03,20.6,0.341,15,22.5,0.666,11,34.5,11.4,5.06,4.36,10.3,20.8
296,Texas A&M ,37,28,9,0.757,18.45,8.45,,13,5,,17,1,,5,5,,76.4,66.4,,40.5,26.8,59.7,0.449,7.59,22.3,0.341,15.3,22.7,0.672,12.9,39.5,16.5,7.03,3.59,11.7,18.1
297,Texas A&M-Corpus Christi,33,25,8,0.758,-3.18,-5.44,,15,3,,13,1,,10,6,,73.6,69.9,,40,25.4,58.1,0.437,6.52,19.1,0.341,16.3,22.1,0.738,11.3,35.1,12.8,9.27,4.52,12.7,21.2
298,Texas Southern,33,18,15,0.545,-4.64,-6.94,,16,2,,9,0,,7,13,,72.8,70.5,,40,25.7,56.2,0.458,6.73,19.9,0.338,14.7,23.3,0.631,12.4,37.8,14.2,4.42,3.06,13.2,15.3
299,Texas State,31,15,16,0.484,-5.36,-4.29,,8,12,,10,4,,4,11,,66,64.3,,40.3,23.5,54.6,0.43,4.81,14.8,0.325,14.3,21.2,0.673,10.8,34.3,11.8,6.1,3.1,11.9,18.6
300,Texas Tech ,32,19,13,0.594,12.41,10.25,,9,9,,14,3,,3,7,,72,69.9,,40.5,24.5,54.8,0.448,5.78,16.7,0.346,17.2,23.2,0.742,10.2,33.9,13.1,5.94,4.19,12,18.4
301,Texas-Rio Grande Valley,30,8,22,0.267,-17.88,-4.25,,4,10,,7,6,,1,13,,66.4,77.7,,40,23.9,57.1,0.418,7.07,21.1,0.335,11.6,17.3,0.671,8.57,33.5,15.3,4.77,3.03,12.5,17.9
302,The Citadel,32,10,22,0.313,-15.95,-4.75,,3,15,,6,8,,3,13,,86,92.6,,40.2,29.3,70.1,0.418,11.3,35,0.324,16.1,22,0.73,12.6,35.9,15.3,8.78,3.09,13.8,24.1
303,Toledo,32,17,15,0.531,2.96,-2.36,,8,10,,9,6,,6,8,,77.6,71.4,,40,27,58.8,0.46,8.22,22.6,0.364,15.3,20.5,0.747,9.56,36.3,16.3,5.22,1.97,11.7,17.3
304,Towson,33,20,13,0.606,-0.06,-1.57,,11,7,,12,3,,7,6,,71.5,67.5,,40.3,24.4,57.2,0.426,5.52,17.4,0.317,17.2,25.5,0.674,14.3,39.2,11.2,6.15,4.7,12.2,20.5
305,Troy,31,9,22,0.29,-9.21,-2.07,,4,16,,4,10,,4,10,,69.2,75.1,,40.3,23.9,58.6,0.407,6.71,21.8,0.308,14.7,23,0.641,11.3,36.5,11.3,5.97,2.84,12.1,18.8
306,Tulane,34,12,22,0.353,-0.85,3.79,,3,15,,6,10,,2,10,,65.9,70.5,,40.9,23.6,59.4,0.397,6.35,21.1,0.3,12.4,18.3,0.676,12.2,37.3,10.9,6.41,3.85,13.3,19.1
307,Tulsa ,32,20,12,0.625,9.79,5.76,,12,6,,12,3,,6,5,,73.6,69.6,,40.3,25.7,57.8,0.444,6.84,21,0.326,15.5,22.8,0.677,10.1,35.1,13.6,6.75,2.75,10.8,17.6
308,UAB,33,26,7,0.788,3.5,-3.07,,16,2,,16,0,,10,4,,79,70.4,,40.6,28.5,59.7,0.478,7.58,20.3,0.373,14.3,19.8,0.722,11.1,38.2,18.4,6.45,6.09,12.5,17.5
309,UC Davis,30,11,19,0.367,-5.58,-1.26,,6,10,,8,7,,3,11,,63.8,66,,40.8,23.2,53.6,0.433,5.47,15.4,0.354,11.9,18.6,0.639,8.53,34.4,11.4,6.2,1.63,14.2,17.7
310,UC Irvine,38,28,10,0.737,5.33,0.77,,13,3,,11,2,,13,5,,71.2,66.1,,40.4,25.7,56,0.459,6.34,17.2,0.37,13.4,19.8,0.68,9.74,37.3,14.9,5.71,5.21,12.4,18.6
311,UC Riverside,33,14,19,0.424,-5.66,-3.08,,5,11,,7,9,,7,9,,69.7,69.7,,40,23.9,55.7,0.428,7.64,21.7,0.352,14.3,20.3,0.703,9.94,35.3,12.4,5.15,3.06,13.1,19.8
312,UC Santa Barbara,33,19,14,0.576,3.79,1.44,,11,5,,6,5,,10,6,,70.8,67.2,,40.2,26,58.9,0.442,7.61,21.1,0.36,11.1,15.8,0.701,10.5,37.4,15,5.91,2.97,12.7,19.6
313,UCF,30,12,18,0.4,0.18,3.01,,6,12,,8,8,,4,9,,68.7,71.6,,40.3,23.8,55.4,0.43,6.9,21.7,0.318,14.2,20.6,0.687,11,38.9,12.6,4.57,4.63,14.7,15.6
314,UCLA,32,15,17,0.469,10.48,9.69,,6,12,,11,6,,3,7,,77.5,76.7,,40.5,28.6,63,0.454,6.25,17.2,0.363,14.1,20.3,0.691,12.3,39.6,15.7,5.47,3.44,12.3,18.6
315,UNC Asheville ,34,22,12,0.647,1.1,-3.25,,12,6,,11,3,,6,7,,75.1,68,,40.3,26.4,58,0.455,5.74,17.7,0.323,16.5,23.8,0.694,11.6,37.6,12.4,9.18,3.29,13.1,17.3
316,UNC Greensboro,34,15,19,0.441,-6.01,-3.23,,10,8,,12,4,,3,14,,72.6,73.4,,40.3,26.2,58.7,0.446,8.71,24,0.363,11.6,17,0.679,9.47,34.3,12.9,6.12,2.53,12,19.9
317,UNC Wilmington ,33,25,8,0.758,6.25,0.35,,14,4,,12,2,,8,5,,79.4,72.1,,40.5,28.1,61.8,0.455,6.97,20.5,0.34,16.2,23,0.703,12,37.5,13.3,7.45,4.33,11.3,24
318,UT Arlington,35,24,11,0.686,5.02,-3.42,,13,7,,13,2,,10,8,,78.9,69.1,,40.4,27.3,64.3,0.425,8.77,26.9,0.326,15.5,22.3,0.696,14.9,43.7,16.9,7.46,2.83,13.8,20.9
319,Utah ,36,27,9,0.75,15.5,8.79,,13,5,,16,1,,5,5,,77.2,69.5,,40.6,27.1,55.6,0.489,7.58,20.7,0.366,15.3,21.2,0.721,9.64,37.1,15.5,5.53,4.14,12.5,15.3
320,Utah State,31,16,15,0.516,2.68,2.06,,7,11,,10,6,,5,8,,73.4,71.5,,40,25.9,57.4,0.451,8.29,22.4,0.37,13.3,19.3,0.692,10.3,35.7,14.6,5.52,2.61,12,17.6
321,Utah Valley,30,12,18,0.4,-9.58,-3.58,,6,8,,7,7,,5,9,,76,78.7,,40.3,26.2,61.1,0.428,8.53,24.3,0.351,15.1,20.9,0.723,9.23,36.7,14.5,5.87,3.17,13.3,20.9
322,UTEP,33,19,14,0.576,-3.81,-4.93,,10,8,,14,4,,2,9,,77.4,74.9,,40.5,27.2,58.4,0.465,6.76,18.7,0.361,16.3,24.5,0.666,9.06,36.3,15.5,5.97,3.52,12.6,20.4
323,UTSA,32,5,27,0.156,-16.36,-3.36,,3,15,,4,10,,1,14,,72.4,84.3,,40.3,24.9,59.8,0.416,6.88,21.6,0.318,15.8,22.5,0.702,10.2,33.9,11.4,6.44,2.5,13.6,21.9
324,Valparaiso,37,30,7,0.811,10.71,0.02,,16,2,,17,1,,12,4,,75.2,62.8,,40.3,26.1,58.9,0.443,8.05,22.4,0.359,15,20.8,0.723,12.6,41.4,14.2,6.65,4.73,12.9,19.8
325,Vanderbilt ,33,19,14,0.576,17.2,8.68,,11,7,,14,2,,3,9,,75.9,67.4,,40.3,26,56.9,0.456,8.27,21.6,0.382,15.7,22.6,0.695,9.48,38.6,14.8,4.21,5.52,11.7,19.2
326,Vermont,37,23,14,0.622,-1.51,-4.73,,11,5,,13,3,,9,10,,75,70.6,,40,26.6,55.4,0.481,6.89,18,0.383,14.8,20.9,0.709,9.27,35.7,13.4,5.73,4.35,13.2,19.4
327,Villanova ,40,35,5,0.875,24.08,9.71,,16,2,,15,1,,10,2,,78,63.6,,40.1,27.1,56.2,0.483,8.68,24,0.362,15,19.1,0.782,8.78,34.6,15.9,7.05,3.4,11,17
328,Virginia ,37,29,8,0.784,22.04,11.12,,13,5,,15,0,,5,6,,71,60.1,,40.1,26.1,53.1,0.491,6.05,15.1,0.402,12.8,17,0.752,8.73,32.1,14.9,5.38,3.22,9.32,16.1
329,Virginia Commonwealth ,36,25,11,0.694,13.83,4.35,,14,4,,15,2,,7,4,,77.3,67.8,,40.3,28.1,62.2,0.451,7.28,20.7,0.352,13.9,20,0.692,12.4,37.4,14.3,8.58,3.75,11.3,19.6
330,VMI,30,9,21,0.3,-12.96,-3.15,,4,14,,8,6,,1,14,,69.4,75.5,,40.2,24.3,59,0.412,8.77,26.1,0.336,12,16.6,0.723,9.67,33.2,11,6.13,4.2,13.2,19.5
331,Virginia Tech,35,20,15,0.571,9.93,7.53,,10,8,,14,5,,4,7,,75,72.6,,40.7,25,55.8,0.449,5.71,16.4,0.348,19.2,27.5,0.697,10.6,35.1,12.2,5.37,3.57,12.8,19.2
332,Wagner,34,23,11,0.676,-4.79,-9.52,,13,5,,13,4,,10,7,,70.3,65,,40.1,25.2,59.4,0.424,5.97,18.1,0.329,13.9,19.6,0.713,13.9,39.6,13.3,6.97,4,13.4,21.9
333,Wake Forest,31,11,20,0.355,5.53,10.53,,2,16,,6,9,,3,9,,74,79,,40.3,25.6,58.2,0.44,6.29,19.9,0.316,16.6,25.1,0.66,12.2,38.3,14,5.94,4.45,14.5,20.9
334,Washington,34,19,15,0.559,11.21,8.12,,9,9,,13,5,,3,7,,83.9,80.8,,40.7,28.4,66.6,0.426,7.32,22.1,0.331,19.9,27.4,0.725,13.9,40,14.4,7.59,6.53,13.8,23.9
335,Washington State,31,9,22,0.29,0.5,7.97,,1,17,,8,9,,0,10,,70.5,77.2,,40.6,26,56.8,0.457,5.94,17.1,0.347,12.7,17.8,0.713,7.97,33.8,13.5,5,4.32,14.2,19.8
336,Weber State ,35,26,9,0.743,0.18,-5.13,,15,3,,13,1,,6,7,,76.1,67,,40.6,25.9,53.9,0.482,8.31,22.4,0.371,15.9,23.5,0.676,8.57,37,13.6,5,3.4,13.2,17.5
337,West Virginia ,35,26,9,0.743,21.61,9.78,,13,5,,13,2,,7,4,,78.5,66.7,,40.3,26.9,60.1,0.449,5.97,18.4,0.325,18.7,27.8,0.673,15.9,39.4,14.6,9.8,2.66,14.2,23.4
338,Western Carolina,34,16,18,0.471,-4.98,-1.53,,10,8,,12,2,,3,15,,72.9,73.2,,40.7,25,58.6,0.427,7.12,21.5,0.332,15.7,22.4,0.704,11.9,36.5,12.6,8.09,3.24,14.3,20.7
339,Western Illinois,27,10,17,0.37,-6.2,-1.32,,3,13,,7,6,,3,11,,70.5,70.9,,40,25,56.3,0.444,7.04,18.1,0.388,13.4,18.6,0.721,8.63,35.1,13.4,6.04,3.3,12.3,20.6
340,Western Kentucky,34,18,16,0.529,-1.29,-0.89,,8,10,,12,4,,3,9,,77.1,76.1,,40.7,27.2,57.9,0.47,6.85,18.9,0.362,15.8,22.6,0.699,11.9,38.6,13.6,4.44,4.09,13.2,17.9
341,Western Michigan,32,13,19,0.406,-2.07,0.06,,7,11,,10,5,,2,12,,73.2,73.5,,40.9,24.6,57,0.431,6.16,17.8,0.346,17.9,25.2,0.712,11.2,37.2,11.9,5.72,2.5,12.5,19.8
342,Wichita State ,35,26,9,0.743,17.39,4.24,,16,2,,14,1,,9,3,,72.4,59,,40.3,24.8,57.8,0.429,7.14,22,0.324,15.7,21.9,0.717,11.7,37.3,14,7.29,3.57,9.89,20.1
343,William & Mary,31,20,11,0.645,5.57,1.3,,11,7,,12,3,,7,7,,76.9,71.1,,40.3,27.2,56.6,0.48,7.77,21,0.37,14.7,20.5,0.719,8.32,36.8,16.2,5.48,4.26,10.7,16.5
344,Winthrop,32,23,9,0.719,-1.42,-5.7,,13,5,,14,1,,7,7,,82.2,75.9,,40,27.8,58.4,0.476,8.91,24,0.371,17.7,23.6,0.749,9.09,36.3,11.8,5.44,5.47,12.6,18.8
345,Wisconsin ,35,22,13,0.629,13.4,9.4,,12,6,,13,5,,6,5,,67.8,63.8,,40.3,23.3,54.8,0.426,6.54,18.7,0.349,14.6,20.8,0.703,11.4,35.1,11.4,5.86,3.26,11,16.8
346,Wofford,32,15,17,0.469,-3.75,-2.35,,11,7,,11,2,,4,14,,71.8,71.7,,40.5,24.1,53.9,0.447,8.44,20.7,0.408,15.1,20.2,0.75,8.56,31.7,14.7,5.09,1.75,11.8,19
347,Wright State,35,22,13,0.629,0.18,-1.76,,13,5,,13,2,,5,9,,68.5,65.8,,40.1,24.5,54.7,0.447,7.31,19.6,0.373,12.3,17.7,0.694,6.63,31.3,13.7,5.51,2.14,11.3,22
348,Wyoming,32,14,18,0.438,0.09,2.19,,7,11,,10,6,,4,8,,68.5,71.9,,40.5,21.5,49.1,0.439,9.59,25.9,0.37,15.9,22.2,0.715,5.47,30.9,11.6,3.94,2.56,10.8,18.2
349,Xavier ,34,28,6,0.824,18.58,8.43,,14,4,,15,1,,8,3,,80.5,70.4,,40,27.3,60.4,0.452,7.5,20.6,0.363,18.4,25.2,0.73,12.8,40.8,16.1,7.24,2.97,12.6,19.9
350,Yale ,30,23,7,0.767,9.08,-1.03,,13,1,,12,0,,9,6,,74.9,63.8,,40.2,26.5,56.4,0.47,6.33,17.4,0.363,15.6,23.3,0.67,13.6,40.3,15.1,5.67,4.57,13.3,17.7
