,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
286,St. John's (NY),32,17,15,0.531,11.95,6.51,,8,11,,12,7,,4,7,,79.6,74.2,,40.3,30.3,66.8,0.453,7.25,21.6,0.335,11.8,17.4,0.677,12,37.8,18.8,8.84,5.47,11.9,17.9
287,St. Thomas,30,10,20,0.333,-11.15,-5.59,,4,14,,5,8,,3,12,,74.7,75.3,,40,26.7,60.5,0.441,11.1,31.2,0.357,10.2,13.5,0.758,6.2,29.6,12.6,5.17,1.27,8.1,17
288,Stanford,32,16,16,0.5,6.27,8.59,,8,12,,10,5,,3,9,,66.4,68.7,,40.2,24.1,55.6,0.433,7.28,21.5,0.339,11,16.7,0.659,11.5,36.9,13.1,5.56,2.59,15,17.4
289,Stephen F. Austin,32,22,10,0.688,2.43,-1.6,,14,4,,13,3,,7,4,,74.5,68.4,,40.2,27.4,57.8,0.474,5.91,17.9,0.33,13.8,20.4,0.678,11.6,35.2,15,9.06,4.06,16.4,19.7
290,Stetson,30,11,19,0.367,-10.34,-4.07,,5,11,,7,8,,4,11,,69.7,71.5,,40.7,25.5,59.3,0.43,8.5,24.3,0.35,10.2,14.7,0.69,10.5,35.6,14.3,7.03,2.93,13,14.8
291,Stony Brook,31,18,13,0.581,-6.63,-5.43,,10,8,,13,4,,5,9,,72.9,73.1,,40.2,26.3,60,0.438,8.19,24.2,0.339,12.2,16.2,0.752,9.65,34.8,11.2,6.71,2.9,10.6,14.3
292,Syracuse,33,16,17,0.485,10.12,7.82,,9,11,,11,5,,3,8,,77.4,75.1,,40.8,27.7,61.5,0.451,9.09,24.1,0.377,12.8,17.4,0.737,10.6,36.3,14.6,7,3.76,10.7,14.2
293,Tarleton State,31,14,17,0.452,-3.18,-0.5,,9,9,,10,5,,4,12,,64.6,65.3,,40.2,22.7,54.3,0.419,5.03,16.5,0.305,14.1,18.6,0.754,9.42,30.5,11.3,7.65,2.19,12.2,18.1
294,TCU ,34,21,13,0.618,13.72,10.16,,8,10,,12,4,,4,6,,68.5,64.9,,40.3,25.4,57.7,0.439,5.53,18.3,0.302,12.2,18.1,0.674,13,39,13.6,6.44,4.15,14.5,15.5
295,Temple,29,17,12,0.586,4.61,4.3,,10,7,,11,3,,5,6,,66.8,66.4,,40.3,22.4,56.7,0.395,6.72,21.7,0.311,15.3,22.5,0.679,12.3,38.8,11.8,6.76,4.66,12.6,18.4
296,Tennessee ,35,27,8,0.771,20.46,9.94,,14,4,,16,0,,6,5,,73.5,62.9,,40.3,26.1,60.2,0.434,8.71,24.2,0.36,12.5,17.4,0.715,11.7,36.9,16.5,9.31,4.29,12.3,16.9
297,Tennessee State,32,14,18,0.438,-9.34,-7.31,,8,10,,8,5,,5,11,,71.3,70.2,,40.2,25.8,57.9,0.445,6.59,18.8,0.35,13.2,18.4,0.715,10.4,35,12.3,6.75,3.34,13.9,19.1
298,Tennessee Tech,32,11,21,0.344,-7.27,-3.03,,7,10,,7,7,,3,12,,72.8,73.7,,40.3,28,62.4,0.449,7,20.5,0.342,9.69,14.7,0.661,11.6,37.1,16,7.25,3.72,13.3,14.5
299,Tennessee-Martin,30,8,22,0.267,-11.13,-3.02,,4,14,,5,8,,2,13,,68.9,73.5,,40,25.4,61.2,0.415,6.83,22.8,0.299,11.3,16.1,0.7,11.7,36.9,11.8,6.6,4.37,13.3,18.1
300,Texas ,34,22,12,0.647,17.01,8.87,,10,8,,16,3,,4,7,,68.8,60.6,,40.3,24.5,55.5,0.441,6.62,20,0.33,13.2,17.7,0.746,10.4,33.3,13.2,7.68,3.38,11.6,17.9
301,Texas A&M,40,27,13,0.675,12.93,7.42,,9,9,,16,4,,5,5,,72.7,66.1,,40.5,25.9,58.4,0.443,6.5,20,0.325,14.5,20.6,0.703,12.1,35.5,13.5,9.95,3.4,13.1,17.5
302,Texas A&M-Corpus Christi ,35,23,12,0.657,-6.78,-9.1,,7,7,,9,4,,7,6,,76.6,70.1,,40.1,26.9,60.9,0.443,6.4,19,0.336,16.3,22.2,0.737,12.8,38.3,15.1,8.51,1.77,14.1,20.3
303,Texas Southern ,32,19,13,0.594,-3.3,-6.24,,13,5,,7,2,,8,10,,69,66.1,,40.2,25.1,57.9,0.433,5.63,17.9,0.314,13.2,19.5,0.679,11.8,39.4,10.7,5.56,5.16,14.9,17.7
304,Texas State,29,21,8,0.724,0.14,-2.86,,12,3,,12,1,,7,6,,70.4,63.2,,40.2,25.5,55.1,0.462,6.31,16.9,0.374,13.2,17.5,0.752,10.1,33.6,12.2,6.48,3.55,12.3,17.1
305,Texas Tech ,37,27,10,0.73,20.08,8.65,,12,6,,18,0,,3,7,,72.1,60.6,,40.4,26.2,55.5,0.472,6.08,18.9,0.321,13.6,19.5,0.698,10.6,36.4,13.7,8,3.51,13.5,16.2
306,Texas-Rio Grande Valley,31,8,23,0.258,-10.18,-1.28,,3,15,,4,9,,3,12,,71.4,78.6,,40,24.5,55.5,0.441,6.32,20.8,0.304,16.1,23.1,0.695,8.74,34.5,12.2,5.23,3.19,15.4,20
307,The Citadel,31,13,18,0.419,-6.8,-1.97,,6,12,,7,8,,5,9,,76.8,76.8,,40.8,27,60.8,0.445,10.7,30.3,0.354,12,17.9,0.672,9.32,37.3,16.1,4.71,3.58,12.2,15.3
308,Toledo,34,26,8,0.765,6.26,-3.22,,17,3,,13,2,,9,5,,79.9,68.6,,40,29.9,62.4,0.479,6.91,19.5,0.354,13.2,17.5,0.754,10.6,39.9,15.3,5.53,2.76,10.2,15.1
309,Towson,34,25,9,0.735,6.47,-2.15,,15,3,,12,2,,11,5,,72.9,64.3,,40.1,25.6,57.1,0.448,7.79,21.9,0.357,13.9,19.4,0.719,11.7,36.5,13.5,7.26,2.71,11.9,17.4
310,Troy,32,20,12,0.625,-3.56,-3.52,,10,6,,10,3,,8,6,,69.2,65.6,,40.3,24.1,56.6,0.425,7.5,22.9,0.327,13.6,18.7,0.727,11.2,37.1,13.8,7.88,2.22,15.3,17.6
311,Tulane,29,14,15,0.483,6.74,5.33,,10,8,,9,4,,3,8,,73.1,71.7,,40.5,25.3,57.3,0.442,8.07,22.1,0.365,14.4,19.1,0.756,6.72,31.6,13.5,7.93,3.28,10.5,16.1
312,Tulsa,31,11,20,0.355,1.56,4.07,,4,14,,8,8,,1,10,,67.4,69.9,,40,24,55.4,0.434,6.84,20,0.342,12.5,17.2,0.726,8.97,32.6,11.8,6.84,2.23,12.8,16
313,UAB ,35,27,8,0.771,10.9,-0.14,,14,4,,16,2,,7,4,,80.3,66.7,,40.4,29.6,63.2,0.468,7.89,21,0.376,13.3,18,0.739,12.1,38.3,12.9,9.54,4.17,11.5,16.5
314,UC Davis,24,13,11,0.542,-3.7,-4.29,,6,6,,7,5,,5,4,,67.8,66.4,,40.2,25,56.9,0.44,6.08,18.3,0.333,11.7,16.5,0.705,8.88,34.3,11.3,6,2.88,12.5,18.5
315,UC Irvine,25,15,10,0.6,1.59,-0.93,,10,5,,9,1,,6,7,,66.2,60.3,,40,24.4,55.1,0.442,5.04,15.5,0.325,12.5,16.3,0.765,10,36.3,10.9,6,3.56,13.5,18
316,UC Riverside,28,16,12,0.571,-0.92,-1.89,,10,7,,10,4,,6,7,,66.6,63.7,,40.5,24.4,55.1,0.442,7.18,22.4,0.32,10.6,14.8,0.72,7.89,35.5,13.3,5.25,1.32,12.3,16
317,UC San Diego,29,13,16,0.448,-7.04,-3.78,,7,11,,9,4,,4,11,,70.2,70.6,,40.2,24,54.2,0.444,9.14,24.7,0.37,13,17.4,0.748,5.93,30.6,13.6,5.76,1.83,12.6,14.6
318,UC Santa Barbara,28,17,11,0.607,1.38,-4.39,,9,6,,11,3,,5,7,,73.8,65.8,,40.9,27,54.5,0.494,5.43,16.4,0.332,14.4,20.4,0.708,9.07,34.9,15.6,6.25,2.93,13.3,17.3
319,UCF,30,18,12,0.6,6.23,4.63,,9,9,,13,3,,4,8,,69.8,68.2,,40.2,24.7,58.3,0.423,8.8,25.1,0.35,11.7,16.6,0.703,11.1,35.2,14.5,7,3.67,13,15.7
320,UCLA ,35,27,8,0.771,19.3,8.36,,15,5,,14,1,,8,4,,75.4,64.5,,40.7,27.6,61.4,0.45,6.77,19.2,0.353,13.4,18.1,0.741,11.3,36.6,13.9,6.97,3.31,8.94,15.8
321,UNC Asheville,32,17,15,0.531,-4.52,-5.28,,8,8,,9,6,,6,7,,75.3,68.8,,40.9,26,56.8,0.457,8.22,22.6,0.363,15.2,20.9,0.726,9.31,33.9,12.7,6.5,4.91,12.3,15.8
322,UNC Greensboro,32,17,15,0.531,-2.47,-1.99,,9,9,,9,5,,7,6,,65.1,65,,40.5,23.4,54.4,0.431,7.31,21.4,0.342,10.9,15.1,0.721,10.9,35,12.1,6.41,1.59,13,15.3
323,UNC Wilmington,36,27,9,0.75,-0.66,-2.84,,15,3,,12,2,,9,5,,72.1,69,,40.8,25.1,59.2,0.424,7.14,21.4,0.333,14.8,19.9,0.743,10.2,33.5,10.6,7.61,4.03,10,18
324,UT Arlington,29,11,18,0.379,-5.49,-0.94,,7,10,,8,4,,3,13,,67.2,68.7,,41.4,24.5,58.5,0.419,6.34,20.2,0.313,11.8,16.8,0.701,11.6,36.8,14,7.83,4.24,14,17.9
325,Utah,31,11,20,0.355,5.45,6.61,,4,16,,7,9,,2,9,,69.7,70.9,,40.3,24.3,58,0.419,7.65,22.8,0.335,13.5,17.4,0.774,10.5,36.3,13.5,4.58,2.9,12.3,16.5
326,Utah State,34,18,16,0.529,10.41,4.53,,8,10,,9,7,,4,7,,73.4,66.9,,40.6,27,56.6,0.476,7.79,22.8,0.342,11.7,16.2,0.721,8.41,35.4,18,6.15,2.12,12.5,16.5
327,Utah Tech,31,13,18,0.419,-8.53,-0.53,,6,12,,10,6,,3,11,,72.5,74.1,,40.2,25.6,60.2,0.426,7.06,22.5,0.314,14.1,20.8,0.679,10.7,38.5,15.5,6.71,2.42,15,18.8
328,Utah Valley,32,20,12,0.625,2.37,-1.6,,10,8,,11,2,,6,9,,71.2,65.1,,40.8,24.9,54.9,0.454,6.38,17.2,0.37,15,21,0.714,10.9,40.5,14.8,5.47,4.47,15.5,16.8
329,UTEP,34,20,14,0.588,0.27,-0.48,,11,7,,12,6,,7,6,,69.2,66.6,,40.3,24.7,57.4,0.431,7.62,21.8,0.35,12.1,15.9,0.763,8.09,32.1,12.1,7.44,3.56,11.6,18.1
330,UTSA,32,10,22,0.313,-10.46,-1.49,,3,15,,8,10,,1,11,,67.3,72.3,,40.2,24.8,62.8,0.396,6.25,21.3,0.294,11.3,16.6,0.682,12.7,38.3,11.4,5.72,2.53,12.7,16.4
331,Valparaiso,32,14,18,0.438,-1.61,0.83,,6,12,,8,8,,3,8,,70.8,70.5,,41.3,26.1,56.9,0.459,7.19,21.6,0.332,11.3,14.9,0.759,5.44,32.3,12.5,6.38,2.97,11.1,13.5
332,Vanderbilt,36,19,17,0.528,11,8.05,,7,11,,11,8,,5,8,,70.8,67.8,,40.3,23.6,55.6,0.424,8.61,25.4,0.34,15,21.5,0.697,9.64,34.3,11.8,7.25,3.39,13.1,18.1
333,Vermont ,34,28,6,0.824,7.81,-5.7,,17,1,,16,0,,10,4,,74.8,60.7,,40.1,27.5,55.9,0.492,8.76,24,0.365,11,14.8,0.742,7.29,35,15.1,5.09,2.47,9.59,14
334,Villanova ,38,30,8,0.789,19.31,10.29,,16,4,,12,1,,8,5,,71.7,62.7,,40.1,24.3,56.1,0.432,9.34,26,0.359,13.9,16.7,0.83,10.3,34.8,11.9,6.03,2.18,9.89,14.9
335,Virginia,35,21,14,0.6,8.88,6.6,,12,8,,11,7,,7,6,,62.4,60.1,,40.1,23.3,52,0.449,5.03,15.6,0.323,10.7,14.6,0.73,8.57,31.3,14.1,5.71,4.26,9.69,13.7
336,Virginia Commonwealth,32,22,10,0.688,9.83,5.17,,14,4,,12,4,,9,3,,67.1,62.4,,40.2,24.8,53.8,0.461,5.66,16.3,0.347,11.7,16.7,0.704,8.38,32.5,13.9,9.19,5.06,15.1,18.7
337,VMI,32,16,16,0.5,-2.47,-2.05,,9,9,,9,4,,6,9,,79,74.2,,40.5,27.4,59.6,0.459,12.5,32.8,0.381,11.8,14.9,0.792,8.25,36.3,16,4.81,2.72,11.6,14.9
338,Virginia Tech ,36,23,13,0.639,14.48,6.48,,11,9,,11,4,,7,6,,70.8,62.8,,40.1,25.9,55,0.471,8.86,22.6,0.392,10.1,13.5,0.751,8.47,32,14.3,5.33,3.17,10.9,14.9
339,Wagner,27,21,6,0.778,-1.12,-9.01,,13,3,,12,1,,9,5,,74.4,64.7,,40.7,27.7,59.7,0.463,5.11,17.9,0.285,14,19.3,0.726,11.8,37.3,14.6,8.37,2.81,12.5,19.8
340,Wake Forest,35,25,10,0.714,13.24,4.75,,13,7,,18,2,,5,6,,78.5,70.1,,40.6,27.9,57.9,0.483,8.46,24.6,0.344,14.2,19.5,0.73,8.71,36.8,15.1,6.49,3.89,13.9,16
341,Washington,32,17,15,0.531,5.03,6.72,,11,9,,11,6,,3,7,,70.6,72.3,,40.5,24.9,60.3,0.413,6.19,19.8,0.312,14.7,20.9,0.701,11,33.4,10.2,8.28,4.13,11.9,16.6
342,Washington State,37,22,15,0.595,12.57,5.97,,11,9,,13,7,,8,5,,71.5,64.9,,40.1,24.5,60.5,0.406,8.95,26.7,0.335,13.4,18.1,0.744,12.5,37.2,11.2,6.41,4.46,11.2,17.4
343,Weber State,33,21,12,0.636,-1.73,-5.21,,13,7,,9,6,,8,5,,76.2,70.3,,40.2,26.6,56,0.475,7.15,21.1,0.339,15.8,21.1,0.749,6.58,32.1,10.6,7.67,2.52,11.6,15.4
344,West Virginia,33,16,17,0.485,10.23,10.74,,4,14,,12,5,,1,10,,68.5,69,,40,23.6,57.1,0.413,6.3,19.2,0.328,14.9,20.6,0.724,10.8,32.2,10.5,7.79,4.55,12.4,17.4
345,Western Carolina,32,11,21,0.344,-10.48,-1.9,,5,13,,8,5,,2,14,,70.7,77.3,,40.5,24.6,61.3,0.402,10,31.3,0.319,11.5,17,0.673,11.5,37.5,12.9,4.88,2.38,12.4,17
346,Western Illinois,32,16,16,0.5,-6.34,-5.51,,7,11,,9,6,,7,9,,77.9,77.2,,40.6,27.8,64,0.434,8.66,26.2,0.331,13.7,19.3,0.708,11.3,37.9,11.4,6.22,2.53,11.4,17.4
347,Western Kentucky,32,19,13,0.594,3.3,0.23,,11,7,,13,4,,5,6,,75.4,69.2,,40,27.5,58.9,0.467,7.69,21.7,0.354,12.7,17.8,0.714,8.47,35.4,13.9,8.47,5.94,12.1,11.3
348,Western Michigan,31,8,23,0.258,-13.51,-2.3,,4,16,,4,10,,2,13,,65.4,75.1,,40.5,23.5,56,0.421,8.45,25.4,0.332,9.84,14.1,0.7,9.13,33.1,10.3,5.32,2.32,13.7,16.8
349,Wichita State,28,15,13,0.536,8.11,6,,6,9,,11,6,,3,5,,68.5,66.4,,40.5,23.5,58.4,0.403,7.54,24.2,0.312,13.9,18.5,0.753,11.9,37.1,12,7.54,4.57,12.9,15.9
350,William & Mary,32,5,27,0.156,-13.91,-1.88,,4,14,,4,10,,1,14,,63.9,74.4,,40.5,22.6,56.2,0.402,6.75,21.9,0.308,11.9,16.8,0.705,9.75,35.3,11.5,6.59,2.97,16.2,16.8
351,Winthrop,32,23,9,0.719,-1.56,-3.63,,14,2,,13,0,,7,7,,75.2,70.2,,40.5,26.3,54.2,0.486,8.63,23.2,0.371,14,20,0.7,8.25,34.3,13.4,6.47,2.59,14.6,17.9
352,Wisconsin ,33,25,8,0.758,13.13,9.16,,15,5,,12,4,,9,2,,69.9,66,,40,24.7,58.5,0.422,6.45,21.1,0.306,14.1,19,0.743,9.33,35,11.1,5.3,2.94,8.7,16.8
353,Wofford,32,19,13,0.594,2.01,-1.55,,10,8,,11,4,,7,8,,72.6,66.3,,40.2,25.6,54.9,0.465,9.47,26.6,0.356,12,15.8,0.758,8.47,31.2,13.3,6.94,1.47,11.6,15.2
354,Wright State ,36,22,14,0.611,-1.94,-5.11,,15,7,,12,3,,7,7,,75.8,71.8,,40,27.4,59.4,0.461,6.47,19.4,0.333,14.5,18.9,0.768,10.5,34.9,14.1,5.89,2.97,12.2,14.5
355,Wyoming ,34,25,9,0.735,9.36,3.6,,13,5,,14,1,,8,5,,72.5,65.5,,40.6,25.1,54.9,0.457,8.09,23.6,0.342,14.3,19.7,0.725,8.24,35.6,11.2,3.91,1.97,11.3,15.2
356,Xavier,36,23,13,0.639,13.23,8.34,,8,11,,16,5,,4,6,,74.1,69.2,,40.6,26.5,58.7,0.451,6.72,20.9,0.322,14.4,20.7,0.698,10.3,37.1,14.8,7.47,4.33,11.7,15.4
357,Yale ,31,19,12,0.613,-0.1,-1.34,,11,3,,10,3,,6,6,,71.8,69.1,,40.2,25.6,58.1,0.442,6.84,20.9,0.328,13.7,18.6,0.735,8.97,35.9,12,6.23,3.16,12.8,17.5
358,Youngstown State,34,19,15,0.559,-6.28,-7.12,,12,9,,13,7,,6,8,,72.6,69.8,,40.1,25.8,57.6,0.448,7.53,21.9,0.343,13.5,17.7,0.761,10.2,34.7,11.9,5.38,2.56,11.7,17.4
