,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
117,Howard ,35,22,13,0.629,-5.04,-5.14,,11,3,,12,2,,6,8,,75.3,72.6,,40.1,26.7,58.2,0.458,8.06,21.5,0.374,13.8,19.4,0.713,11.6,35.8,14.9,7.2,3.11,16.4,17.5
118,Idaho,32,10,22,0.313,-8.7,-3.86,,4,14,,6,10,,4,11,,73,72.9,,40.5,25.8,54.6,0.472,6.78,19.9,0.34,14.7,19.3,0.762,6.94,30.6,11.9,5.13,1.78,11.3,16.8
119,Idaho State,32,11,21,0.344,-6.56,-2.96,,8,10,,7,7,,4,12,,69.2,71,,40.9,24.8,55.8,0.445,7.66,22.7,0.338,11.9,16.2,0.735,8.09,31.4,12.3,5.78,2.81,11.6,17.6
120,Illinois ,33,20,13,0.606,14.81,7.65,,11,9,,15,2,,3,7,,74.3,67.2,,40.5,26.5,59,0.449,7.61,24.7,0.308,13.7,20.2,0.679,11.1,37.8,12.4,6.94,5.64,12.9,16.9
121,Illinois State,32,11,21,0.344,-7.38,-3.38,,6,14,,8,7,,3,9,,66.5,70.5,,40.6,23,53.1,0.434,7.25,21.6,0.336,13.2,16.6,0.793,8.75,32.7,10.8,5.72,3.28,14.6,18.4
122,Illinois-Chicago,32,12,20,0.375,-8.83,-3.12,,4,16,,7,8,,3,11,,67.2,71.6,,40.3,23.3,56.1,0.416,7.97,24.2,0.329,12.5,19.1,0.655,8.41,32.4,13.2,6.44,4.69,12.8,17.5
123,Incarnate Word,31,12,19,0.387,-15.06,-8.28,,6,12,,7,7,,3,12,,70.8,73.9,,40.5,25,56.6,0.442,6.26,18,0.348,14.5,19.4,0.747,9.16,31.5,12.3,8.35,2.84,13.7,17.2
124,Indiana ,35,23,12,0.657,14.94,8.88,,12,8,,15,2,,5,7,,74.7,68.7,,40.1,28.4,58.4,0.486,5.71,15.5,0.368,12.2,17.2,0.711,9.17,35.7,15.2,5.8,5.06,11.5,17.1
125,Indiana State,36,23,13,0.639,4.86,-4.02,,13,7,,11,4,,7,6,,79.3,69.6,,40.3,28,58,0.483,9.44,26.6,0.355,13.9,18,0.771,6.92,34.6,15.8,6.53,1.92,12.1,16.3
126,Iona ,35,27,8,0.771,7.61,-2.76,,17,3,,11,1,,8,4,,76,65.6,,40.1,28,61,0.459,7.06,19.5,0.362,12.9,17.7,0.732,11.1,35.6,14.9,7.46,5.49,10.5,16.2
127,Iowa ,33,19,14,0.576,14.08,8.69,,11,9,,14,3,,4,7,,80.1,74.7,,40.5,28.5,62.9,0.453,8.03,23.6,0.34,15,20.3,0.738,12.1,36.6,16.4,6.55,3.39,9.85,14.8
128,Iowa State ,33,19,14,0.576,15.36,10.39,,9,9,,13,3,,3,8,,67.6,62.6,,40.3,25.3,57,0.443,6.39,19.3,0.331,10.7,15.9,0.67,11.5,33.7,13.8,8.79,2.91,12.9,19.2
129,IU Indy,32,5,27,0.156,-19,-5.57,,2,18,,4,9,,0,15,,65.3,76.8,,40.2,24.6,53.7,0.458,4.56,15.4,0.297,11.6,16.8,0.691,9.28,31.6,11.2,5.78,2.53,15.8,17.8
130,Jackson State,33,14,19,0.424,-11.36,-5.39,,12,6,,7,2,,6,14,,67.6,73.6,,40.5,24.2,57.9,0.419,6.27,19.7,0.318,12.9,19.1,0.675,11.6,34.5,12.3,7.52,2.48,15.6,17.3
131,Jacksonville,29,13,16,0.448,-6.19,-2.54,,6,12,,7,6,,6,10,,63.3,62.6,,40,23.7,52.4,0.452,6.9,20.3,0.34,9.14,12.2,0.751,7.59,33.4,13,5.1,2.38,11.5,14.1
132,Jacksonville State,31,13,18,0.419,-6.67,-2.6,,6,12,,9,5,,3,12,,69.9,70.3,,40.2,24.1,55,0.438,9.06,24.1,0.376,12.6,18,0.699,10.3,36,12.3,5.55,2.39,13.2,16.5
133,James Madison,33,22,11,0.667,4.96,-2.31,,12,6,,11,3,,8,6,,80.5,68.1,,40.6,28.3,61.2,0.462,7.97,22.8,0.35,16,22.7,0.707,11.9,38.1,13.5,9.03,2.64,13.2,17.7
134,Kansas ,36,28,8,0.778,19.2,11.84,,13,5,,15,1,,7,4,,75.4,68.1,,40.3,27.8,59.5,0.468,6.97,20.1,0.347,12.8,17.8,0.72,9.81,35.9,16.4,8.81,3.86,12.3,16.6
135,Kansas City,32,11,21,0.344,-9.78,-3.28,,7,11,,6,8,,3,11,,64.4,68.7,,40.5,22.6,57.6,0.392,5.88,20.8,0.283,13.3,18.7,0.712,13.4,37,9.38,6,3.66,13.5,18.3
136,Kansas State ,36,26,10,0.722,15.79,9.48,,11,7,,16,1,,4,7,,76.2,69.9,,40.7,26.7,57.9,0.461,7.17,20.9,0.343,15.6,20.9,0.748,9.86,34.6,17,8.03,2.78,13.8,17.9
137,Kennesaw State ,35,26,9,0.743,0.6,-2.06,,15,3,,15,1,,10,6,,75,69,,40.4,26.6,57.7,0.461,8.17,22.4,0.365,13.7,20.7,0.661,9.63,35.3,14.3,7.89,2.74,12.4,18
138,Kent State ,35,28,7,0.8,7.53,-1.22,,15,3,,15,0,,9,6,,76.1,65.9,,40.1,27.3,60.8,0.45,7.86,23.4,0.336,13.6,18.7,0.726,11,35.7,12.3,8.83,3.94,11.4,18.8
139,Kentucky ,34,22,12,0.647,14.76,8.08,,12,6,,14,4,,6,4,,74.5,67.8,,40.3,27.3,60.1,0.454,6.26,18,0.347,13.6,19.2,0.706,13.9,39.4,15.1,6.44,3.68,11.8,16
140,La Salle,34,15,19,0.441,-2.79,-0.02,,7,11,,8,8,,5,8,,69.8,72.6,,40.4,25.4,59.9,0.424,7.29,21.4,0.342,11.8,17,0.693,11.3,35.8,12,6.74,3.24,12.6,17.8
141,Lafayette,34,11,23,0.324,-7.83,-4.53,,7,11,,5,7,,5,16,,62.4,65.6,,41,22.6,55.3,0.408,8.76,26.8,0.327,8.47,13.5,0.626,8.35,32.5,15.5,5.76,2.97,11.6,15.4
142,Lamar,31,9,22,0.29,-17.4,-7.65,,5,13,,6,9,,2,12,,67.9,74.5,,40.3,24.5,57,0.431,5.74,17.9,0.32,13,18.5,0.704,11.7,36.1,13.2,6.42,3.39,14.2,15.7
143,Lehigh,30,16,14,0.533,-9.08,-6.04,,11,7,,9,6,,7,8,,69.8,69.4,,40,25.1,56.6,0.443,6.83,19.5,0.351,12.8,17.2,0.746,6.77,33.5,12.3,6.23,2.37,11.8,16.7
144,Liberty,36,27,9,0.75,8.36,-1.91,,15,3,,19,1,,6,7,,74.7,60.9,,40,26.8,56.4,0.474,10.4,28,0.373,10.8,14.8,0.727,8.22,33.9,16.1,6.28,2.28,10.4,15
145,Lindenwood,32,11,21,0.344,-14.8,-6.35,,6,12,,9,4,,2,14,,69.6,73.8,,40.8,25.1,58.5,0.429,7.47,20.8,0.36,11.8,16.3,0.729,9,34.3,11.8,6.34,3.28,13.3,16.1
146,Lipscomb,33,20,13,0.606,-1.95,-4.02,,11,7,,13,2,,7,11,,76.4,71,,40.6,28.6,60.1,0.476,8.06,22.7,0.356,11.2,15,0.744,8.76,36.3,14.1,5.36,2.79,12.1,13.9
147,Little Rock,31,10,21,0.323,-12.62,-6.97,,6,12,,8,5,,2,16,,75.4,79.4,,40.3,27.3,61.5,0.443,5.97,18.3,0.326,14.9,20.4,0.731,10.9,35.7,14.8,6.74,2.32,13.5,19.6
148,Long Beach State,33,17,16,0.515,-0.58,-0.42,,11,9,,9,5,,6,9,,76.5,74.4,,41.1,28.8,63.2,0.455,4.42,15,0.296,14.5,21.5,0.678,13,40.6,15,7.42,3.27,14.1,17.1
149,Long Island University,29,3,26,0.103,-24.46,-6.61,,1,15,,2,10,,1,14,,66.7,80,,40,24.8,58,0.428,4.9,14.5,0.338,12.2,18.4,0.66,9.48,34.7,14.5,6.62,3.41,16.4,17.6
150,Longwood,32,20,12,0.625,-1.75,-6.35,,12,6,,12,3,,8,8,,73.2,66.2,,40,26,57.4,0.452,7.53,21.4,0.352,13.7,19,0.722,11.2,34.7,12.4,6.44,2.19,11.9,16.6
151,Louisiana ,34,26,8,0.765,4.27,-0.51,,13,5,,14,0,,7,7,,77.4,69.5,,40.1,27.9,58,0.482,7.03,18.7,0.376,14.4,21.2,0.682,11.1,36.5,14.4,7.18,3,12.2,17
152,Louisiana State,33,14,19,0.424,3.32,6.44,,2,16,,10,8,,0,9,,67.6,70.7,,40,23.3,56.8,0.41,7.24,22.1,0.327,13.8,19.2,0.722,11.4,35,12.3,6.76,2.67,12.3,17
153,Louisiana Tech,33,15,18,0.455,0.1,1.9,,7,13,,9,6,,4,11,,72.2,70.3,,40.9,25.9,58.5,0.442,8.52,24.7,0.345,11.9,16.5,0.722,10.9,34.7,12.4,7.88,2.64,13.7,17.3
154,Louisiana-Monroe,32,11,21,0.344,-8.64,-0.57,,7,11,,7,8,,4,10,,67.4,69.8,,40.5,23.7,58.1,0.408,7.56,21.6,0.351,12.4,17.4,0.713,10.8,35.1,12.6,6.88,3.56,12.7,15.1
155,Louisville,32,4,28,0.125,-5.39,6.45,,2,18,,4,13,,0,11,,63.9,75.8,,40,22.4,53.1,0.421,6.25,19,0.329,12.9,17.5,0.741,9.19,32.2,9.34,4.53,2.81,14.9,16.5
156,Loyola (IL),31,10,21,0.323,-4.65,0.44,,4,14,,6,8,,3,8,,67.4,72.5,,40.5,24.4,52.8,0.462,7.1,21.2,0.334,11.5,16.4,0.697,7.52,31,13.8,5.65,3.03,15,19.4
157,Loyola (MD),33,13,20,0.394,-12.05,-6.14,,7,11,,9,6,,3,13,,67.3,70.6,,40.2,24.9,55.2,0.451,7.58,21.2,0.357,9.94,15.4,0.644,9.12,31.4,13.9,7.48,2.36,13.5,15.7
158,Loyola Marymount,31,19,12,0.613,4.98,4.32,,9,7,,13,3,,4,7,,75.3,73.1,,40.5,26.8,59.1,0.454,9.32,25.5,0.365,12.3,18.4,0.671,10.6,36.1,11.8,5.45,2.77,12.8,19.4
159,Maine,30,13,17,0.433,-8.88,-4.66,,7,9,,8,4,,5,12,,68.5,69.7,,40.5,26.1,57,0.458,6.6,19.8,0.333,9.6,13.2,0.727,7.73,30.8,13.8,9.47,2.07,12.4,14.9
160,Manhattan,30,12,18,0.4,-9.87,-4.94,,10,10,,5,9,,6,7,,67.2,70.4,,40.8,24.4,56.1,0.436,6.83,20.5,0.333,11.4,17.3,0.66,9.13,31.7,12.3,7.57,3.5,13.5,16.4
161,Marist,33,13,20,0.394,-8.44,-5.68,,6,14,,5,10,,4,9,,63.9,66.7,,40.2,22.6,55.1,0.41,7.67,23.4,0.328,11.1,15.9,0.698,8.91,34.3,10.8,5.91,3.76,11.9,15.4
162,Marquette ,36,29,7,0.806,17.07,8.01,,17,3,,16,1,,9,4,,79.3,70.3,,40.6,29.3,60.4,0.486,8.94,25.3,0.353,11.7,16.3,0.718,8.81,31.8,17.3,9.17,3,10.7,16.2
163,Marshall,32,24,8,0.75,7.13,-2.84,,13,5,,15,2,,9,5,,81.8,71.3,,40.5,30.8,66.3,0.465,8.25,24.4,0.338,11.9,17.1,0.693,12.3,39,17.5,9,5.28,11.6,16.4
164,Maryland ,35,22,13,0.629,14.58,8.35,,11,9,,16,1,,2,9,,69.7,63.5,,40.1,24.6,55,0.448,6.66,20.3,0.328,13.8,18.9,0.732,9.77,33.6,11.4,5.46,3.74,10.7,16
165,Maryland-Baltimore County,32,18,14,0.563,-6.22,-6.96,,8,8,,13,4,,5,10,,74.3,72.8,,40.2,27.2,60.3,0.45,8.03,23.6,0.341,12,16,0.75,9.28,34.2,14.3,5.63,2.53,10.1,14.6
166,Maryland-Eastern Shore,31,18,13,0.581,-7.63,-5.48,,9,5,,10,3,,7,9,,69.7,66.3,,40.2,25,58.5,0.428,7.39,23.2,0.318,12.3,17.1,0.719,9.84,31.9,13.5,11.1,1.9,14.6,16.6
167,Massachusetts,31,15,16,0.484,-1.34,0.3,,6,12,,8,6,,3,8,,69.8,71.4,,40,25,60.3,0.415,5.87,17.9,0.328,13.9,19.4,0.716,13,38.3,13.6,6.81,3.84,14.3,17.5
168,Massachusetts-Lowell,34,26,8,0.765,0.63,-8.53,,11,5,,17,0,,9,8,,78,66,,40.1,28.4,58.7,0.484,6.94,18.2,0.381,14.3,19.5,0.736,11.9,38.6,14.3,6.97,4.82,13.7,16.8
169,McNeese State,34,11,23,0.324,-13.63,-5.48,,6,12,,8,9,,3,14,,69.2,75.4,,40.4,25.2,58.6,0.431,7.59,23.3,0.325,11.1,16.8,0.662,12.4,35.2,11.3,7.24,1.79,14.7,19.3
170,Memphis ,35,26,9,0.743,14.5,6.9,,13,5,,13,2,,7,5,,79.4,71.8,,40.4,28.7,59.9,0.479,6.14,17.4,0.353,15.9,21.2,0.747,10.4,35.9,15.6,8.6,4.51,13.3,18.2
171,Mercer,33,14,19,0.424,-5.11,-3.98,,6,12,,7,7,,4,10,,68.7,67,,40.5,25.8,57.1,0.451,5.94,17.8,0.334,11.2,16.2,0.69,10.4,34.7,12.8,5.61,2.15,11.7,17.9
172,Merrimack,34,18,16,0.529,-11.18,-9.12,,12,4,,10,6,,8,8,,62.6,62.3,,40,21.5,51.3,0.419,7.38,22.6,0.327,12.1,17.6,0.689,6.74,28.6,12.6,11.2,4.09,14.1,14.2
173,Miami (FL) ,37,29,8,0.784,13.98,6.84,,15,5,,16,1,,7,4,,79.1,71.9,,40.1,28.6,59.6,0.48,7.51,20.4,0.368,14.4,18.3,0.784,10.4,34.7,14.5,7.3,3.11,11.1,14.2
174,Miami (OH),32,12,20,0.375,-7.46,-2.43,,6,12,,9,9,,3,9,,73.7,74.5,,40.2,25.9,56.8,0.457,7.81,23,0.34,14,17.8,0.787,8.97,31.9,13.8,6.09,2.94,13.6,18.2
175,Michigan,34,18,16,0.529,12.43,8.69,,11,9,,13,4,,3,8,,73.4,69.6,,40.9,26.4,58.6,0.45,7.68,21.9,0.351,12.9,18.1,0.711,8.82,36.7,12.2,4.65,4.62,10.5,15.5
176,Michigan State ,34,21,13,0.618,14.25,11.25,,11,8,,12,2,,5,7,,70.9,67.9,,40.6,25.9,57.2,0.452,7.41,18.9,0.393,11.8,15.5,0.759,9.03,35.7,14.6,4.71,3,10.9,16.4
177,Middle Tennessee,33,19,14,0.576,2.95,2.08,,11,9,,12,2,,3,11,,70.1,67.8,,40.3,26,57.3,0.453,6.91,20.4,0.338,11.2,16.5,0.683,11.1,33.6,10.8,7.55,4.82,13.3,17.5
178,Milwaukee,34,22,12,0.647,-4.69,-3.98,,14,6,,15,3,,6,7,,78.2,74.2,,40.7,27.8,60.6,0.458,7.85,22.8,0.345,14.8,20,0.74,11.9,39.1,13.9,6.94,5.47,15.1,17.9
179,Minnesota,31,9,22,0.29,-0.3,7.86,,2,17,,6,11,,1,9,,62.9,71,,40.3,23.2,53.7,0.433,6.19,19.1,0.325,10.2,16.5,0.619,8.45,32.8,14.6,4.61,4,12.9,15.5
180,Mississippi,33,12,21,0.364,5.73,7.3,,3,15,,7,10,,2,9,,67.5,69.1,,40.3,24.7,58.6,0.422,6.15,20.3,0.303,11.9,17.1,0.695,12,35.8,13.1,7.12,3.73,12.2,15.9
181,Mississippi State ,34,21,13,0.618,11.43,6.69,,8,10,,12,4,,4,6,,65.7,61,,40.6,24,56.9,0.421,5.24,19.7,0.266,12.5,19.3,0.647,12.9,37.9,14.2,8.62,3.44,12.8,15.2
182,Mississippi Valley State,32,5,27,0.156,-18.28,-4.56,,4,14,,4,6,,1,19,,61,74.8,,40.3,21.3,52.5,0.406,5.06,14.5,0.349,13.3,20,0.665,9.88,32.1,10,7.59,2.03,16.2,17.9
183,Missouri ,35,25,10,0.714,11.41,6.89,,11,7,,16,3,,5,5,,78.9,74.4,,40.3,28.2,59.8,0.472,9.29,25.8,0.36,13.2,17.4,0.758,8.86,30.2,15.9,10.2,2.71,11.1,18
184,Missouri State,32,17,15,0.531,0.35,-1,,12,8,,10,4,,5,8,,65.6,63.2,,40.5,24.1,55.5,0.435,7.94,24,0.331,9.38,15,0.626,11.3,35.1,11.7,6.22,4.38,12.3,15.5
185,Monmouth,33,7,26,0.212,-15.64,-2.61,,5,13,,3,10,,3,15,,61.7,74.7,,40,22.6,56.2,0.402,4.06,14.1,0.288,12.4,18.6,0.667,11.1,33,12,8.42,2.52,14.4,19.2
186,Montana,31,17,14,0.548,-1.15,-1.85,,10,7,,9,4,,6,9,,69.3,68.2,,40.2,24.6,53.2,0.462,7.87,21.2,0.372,12.2,15.5,0.788,7.39,30.4,12.2,4.71,2.39,11.2,18.1
187,Montana State ,35,25,10,0.714,2.18,-1.43,,15,3,,12,1,,10,5,,73.9,66.9,,40.3,25.1,53.6,0.469,6.17,18.3,0.336,17.5,23.3,0.754,8.31,33,12.5,6.54,2.97,11.9,18.3
188,Morehead State,34,22,12,0.647,-7.1,-5.07,,14,4,,14,2,,8,9,,69.8,66.6,,40.1,24.2,55.6,0.436,7.47,21.5,0.348,13.9,19.2,0.725,9.56,35.6,13.7,5.68,3.79,11.9,15.6
189,Morgan State,31,15,16,0.484,-11.58,-6.1,,8,7,,10,2,,3,12,,74.9,72.3,,40.5,27.8,61.6,0.452,6.65,18,0.369,12.6,18.3,0.688,11.7,34.6,15.5,9.77,4.45,16.1,20.9
190,Mount St. Mary's,33,13,20,0.394,-8.18,-4.02,,8,12,,5,9,,7,10,,63.7,67,,40.3,23.4,55.1,0.424,6.67,18.8,0.354,10.3,14,0.732,9.33,33.6,12.4,5.52,2.48,13.6,16.4
191,Murray State,32,17,15,0.531,-4.45,-1.61,,11,9,,11,2,,3,11,,70.4,72,,40.5,25.2,57,0.441,6.16,18.5,0.332,14,19,0.736,9.41,34.7,12.2,5.44,2.59,10.9,14.6
192,Navy,31,18,13,0.581,-2.79,-6.12,,11,7,,9,6,,9,7,,69.4,64.9,,40.3,26.1,57.5,0.454,7.74,20.9,0.371,9.55,13.5,0.706,10,34.5,14.8,6.94,2.74,11.5,15.9
193,NC State ,34,23,11,0.676,12.5,5.58,,12,8,,15,2,,4,6,,77.7,70.8,,40.1,28.9,64.1,0.45,8.26,23.8,0.347,11.7,16.2,0.722,11.3,36.6,12.8,7.82,4.47,9.41,17.4
194,Nebraska,32,16,16,0.5,7.12,9.02,,9,11,,11,4,,4,9,,68,69.9,,40.6,25.6,55.9,0.458,6.69,20.5,0.326,10.1,15.8,0.641,8.25,34.5,13.1,5.53,2.47,12.7,14.1
195,Nevada ,33,22,11,0.667,10.01,6.41,,12,6,,14,1,,6,7,,72.6,67.8,,40.8,24.2,54.4,0.445,7.21,20.5,0.351,17,21.5,0.792,7.42,33.4,14.4,5.97,3.03,10.3,17.9
196,Nevada-Las Vegas,32,19,13,0.594,7.2,5.17,,7,11,,10,8,,5,5,,74.3,70,,40.8,25.6,59.2,0.432,8.19,23.5,0.349,14.9,20.6,0.723,10.5,33.8,12.8,9.09,3.81,12.3,17.1
197,New Hampshire,30,15,15,0.5,-9.05,-5.7,,9,7,,11,4,,4,11,,66.4,67,,40.3,23.2,58.3,0.398,8.27,24.2,0.342,11.7,16.9,0.693,10.2,35.7,11.7,5.37,2.53,9.9,15.1
198,New Mexico,34,22,12,0.647,10.82,5.22,,8,10,,15,5,,5,6,,80.9,74.3,,40.4,28.9,60.1,0.481,5.65,16,0.352,17.4,23.5,0.739,9.76,37.1,13.7,6.74,3.94,11.2,16.9
199,New Mexico State,24,9,15,0.375,-1.56,2.45,,2,10,,6,4,,1,9,,73.7,71.7,,40,26.3,59.4,0.442,7.54,22.3,0.339,13.6,20,0.681,10.3,35.5,12.1,7.33,2.29,12.7,18.9
200,New Orleans,32,12,20,0.375,-14.23,-7.36,,7,11,,6,9,,4,10,,73.1,79.3,,40.2,26,55.8,0.467,6.13,16.2,0.378,14.9,21.1,0.709,9.66,32.3,14.6,6.72,2.19,17.1,19.3
201,Niagara,31,16,15,0.516,-6.78,-4.58,,10,10,,9,4,,4,10,,65,65.9,,40.3,23.7,53,0.448,6.32,18.4,0.344,11.2,15.5,0.723,8.06,30.5,10.9,5.32,2.29,11.8,16.1
202,Nicholls State,31,16,15,0.516,-8.54,-5.46,,11,7,,11,2,,4,12,,75.6,72.7,,40,28.5,62.4,0.456,7.68,22.5,0.341,11,17.1,0.645,11.5,34.7,13.9,9.74,3,13.5,20.6
203,NJIT,30,7,23,0.233,-12.57,-5.61,,4,12,,5,8,,2,15,,66.9,72.7,,40.7,24.8,57.8,0.429,6.53,18.7,0.349,10.8,16.3,0.664,8.7,34.1,11.2,5.33,2.83,11.1,15.7
204,Norfolk State,33,22,11,0.667,-3.72,-6.62,,9,5,,10,2,,6,8,,75.8,68.6,,40.4,26.5,56.2,0.472,6.82,20.1,0.339,15.9,21.3,0.744,11,35.9,12.8,7.09,3.7,13.2,18.1
205,North Alabama,33,18,15,0.545,-8.65,-3.95,,10,8,,9,4,,8,10,,74.1,74.3,,40.5,27,59.1,0.458,7.64,20.7,0.37,12.4,17.5,0.709,8.55,34.7,11.5,5.85,3.06,11.3,16.7
206,North Carolina,33,20,13,0.606,12.94,7.66,,11,9,,12,3,,4,7,,76.2,70.9,,40.8,26.2,60.5,0.434,7.09,22.8,0.312,16.6,22.4,0.742,11.2,39.5,12,5.36,3.88,10.8,16.8
207,North Carolina A&T,32,13,19,0.406,-11.4,-3.95,,8,10,,8,5,,4,10,,70.8,73.8,,40.3,25.2,60.3,0.417,8.16,24.5,0.332,12.2,17.9,0.681,9.38,35.5,11.7,7.5,3.06,12,17.1
208,North Carolina Central,30,18,12,0.6,-2.91,-6.1,,10,4,,13,1,,4,10,,75.6,65.9,,40.7,27.2,57.9,0.469,7.37,20.5,0.36,13.9,19.8,0.702,10.9,35.8,14.6,7.97,3.23,15.3,19.2
209,North Dakota,33,13,20,0.394,-7.6,-3.09,,6,12,,8,8,,4,11,,72.1,73.9,,40.3,26,58.9,0.441,9.21,26.3,0.35,10.9,16,0.683,9.21,33.4,11.9,4.42,2.67,11.5,15.8
210,North Dakota State,33,16,17,0.485,-4.56,-2.11,,11,7,,9,4,,5,10,,72.8,73.2,,40,26.2,57.7,0.455,7.48,22.3,0.336,12.9,18.1,0.712,8.52,36.1,11.2,3.94,2.97,11.5,15.4
211,North Florida,31,14,17,0.452,-6.75,-2.54,,9,9,,11,2,,3,14,,76.2,77.6,,40.6,27,59.3,0.455,10.4,28.4,0.367,11.8,16.4,0.719,9,34.1,13.1,4.97,3.87,12.2,14
212,North Texas,38,31,7,0.816,10.71,2.51,,16,4,,14,2,,10,3,,64.5,55.8,,40.5,22.5,51.5,0.436,7.47,21.3,0.351,12.1,16,0.755,10.7,33.9,11.3,6.47,2.95,11.9,16.3
213,Northeastern,30,10,20,0.333,-10.33,-3.96,,6,12,,6,6,,3,12,,65.3,71.7,,40.3,23.7,56.8,0.418,7.03,21.2,0.332,10.8,15.8,0.685,11,36,12.6,4.97,4.1,14.4,16.7
214,Northern Arizona,35,12,23,0.343,-3.87,-0.2,,5,13,,6,8,,3,13,,73.7,74.7,,40.6,26.6,60.7,0.438,8.43,23.3,0.362,12.2,16.5,0.74,10.1,34,13.8,5.29,1.51,10.8,18.5
215,Northern Colorado,32,12,20,0.375,-4.65,-0.65,,6,12,,6,7,,3,12,,73.6,77.5,,40.3,25.8,57.6,0.448,8.28,23.2,0.358,13.7,18.4,0.745,8.22,33.4,11.3,4.59,1.69,11.9,18.6
216,Northern Illinois,32,13,19,0.406,-6.55,-2.65,,9,9,,5,7,,7,10,,72,75,,40.2,26.2,56.8,0.461,7.38,21.2,0.348,12.3,18.9,0.652,8.72,33.1,12.6,6.47,2.31,14.3,19.3
217,Northern Iowa,32,14,18,0.438,-2.68,-1.07,,9,11,,8,8,,4,7,,70.1,69.9,,40.3,25.3,55.9,0.453,7.44,21.8,0.34,12.1,17.3,0.697,7.63,32.8,11.6,6.38,1.41,12,15.6
218,Northern Kentucky ,35,22,13,0.629,-0.83,-2.89,,14,6,,14,3,,6,6,,67.8,63.5,,40.7,24.3,57.1,0.426,8.09,23.6,0.342,11.1,15.9,0.696,11.3,32.5,13.4,9.4,2.54,11.3,15.3
219,Northwestern ,34,22,12,0.647,13.68,8.71,,12,8,,13,5,,7,4,,67.7,62.8,,40.3,23.6,57.9,0.407,7.62,23.7,0.321,13,17.2,0.757,10.3,34.5,12.8,7.85,3.91,9.62,16.1
220,Northwestern State,33,22,11,0.667,-4.72,-7.04,,13,5,,10,3,,10,7,,74.6,72.1,,40.3,27.3,61.3,0.445,8.42,23.3,0.361,11.7,16.6,0.704,12.1,33.8,12.6,8.27,2.39,11.9,18.3
221,Notre Dame,32,11,21,0.344,2.09,4.59,,3,17,,11,8,,0,10,,69.6,72.1,,40.2,25.3,57.2,0.443,8.81,24.6,0.358,10.2,13.3,0.763,6.56,31.1,11.8,4.69,2.72,8.78,14.3
222,Oakland,32,13,19,0.406,-8.06,-2.9,,11,9,,8,6,,5,10,,73.3,76.3,,40.8,25.7,59.1,0.435,7.25,23.5,0.308,14.7,18.9,0.776,8.38,30.5,12,7.47,2.63,10.6,14
223,Ohio,33,19,14,0.576,1.07,-2.68,,10,8,,14,1,,4,11,,78.8,73.1,,40.2,28.6,62.5,0.458,8.94,24,0.373,12.6,17.3,0.73,12.1,37.5,12.5,6.7,2.21,11.2,17.7
224,Ohio State,35,16,19,0.457,12.99,9.45,,5,15,,10,6,,1,10,,72.5,69,,40.3,27.1,58.6,0.462,6.83,18.6,0.368,11.5,15.6,0.739,10.6,35.9,11.7,5.17,3.77,10.7,16.4
225,Oklahoma,32,15,17,0.469,11.38,11.25,,5,13,,9,7,,2,8,,67.7,67.5,,40.3,24.4,53.3,0.458,7,19.9,0.351,11.8,16,0.735,7.25,32.8,13,5.72,3.03,13.4,16.2
226,Oklahoma State,36,20,16,0.556,12.62,10.18,,8,10,,12,6,,5,7,,68.3,65.8,,40.3,24.3,56.8,0.428,6.86,22.1,0.31,12.8,18.4,0.694,11.4,37.4,12.6,5.67,4.83,14.1,17
227,Old Dominion,31,19,12,0.613,-0.41,-0.64,,11,7,,12,4,,6,5,,66.9,66.2,,40.2,23.7,56.8,0.418,5.29,16.9,0.314,14.2,20.8,0.68,12.1,37.9,10.6,6.35,3.77,11.2,16.7
228,Omaha,32,9,23,0.281,-10.8,-1.83,,4,14,,5,7,,1,15,,68.5,76.2,,40.2,24.9,56.4,0.442,5.72,16.9,0.339,13,16.7,0.776,8.09,32.4,11.9,5.38,2.88,12.5,18.3
229,Oral Roberts ,35,30,5,0.857,8.55,-2.84,,18,0,,16,0,,11,4,,83.3,70.2,,40,30.2,63.7,0.474,10.7,29.3,0.365,12.1,15.7,0.774,8.94,36.8,14.7,6.77,5.37,9.4,12.9
230,Oregon,36,21,15,0.583,13.83,9.5,,12,8,,15,6,,4,6,,70.6,66.3,,40.1,25.4,56.8,0.448,7.11,22.2,0.32,12.6,18.1,0.695,11,37.6,13.3,5.58,4.86,12.2,14.7
231,Oregon State,32,11,21,0.344,0.08,6.6,,5,15,,10,7,,1,10,,61.2,67,,40,21.1,51.5,0.41,6,18.9,0.317,13,17.2,0.753,7.94,31.1,10.2,5.38,3.06,13.4,17.8
232,Pacific,33,15,18,0.455,-0.56,2.05,,7,9,,7,10,,7,7,,75.8,77.7,,40.3,26.3,58.2,0.452,9,23.1,0.39,14.2,19.7,0.72,8.09,31.6,12.7,5.42,2.58,11.8,19
233,Penn State ,37,23,14,0.622,13.04,9.02,,10,10,,13,4,,4,7,,72.2,68.2,,40.7,26.4,57.1,0.463,10.4,26.9,0.387,8.97,12.1,0.739,6.14,32.6,13.7,4.35,2.14,8.97,15.5
