,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
35,Butler,32,14,18,0.438,5.85,8.54,,6,14,,10,6,,3,10,,65.3,67.9,,40,24.1,55.2,0.436,6.47,19.8,0.327,10.6,14.3,0.739,6.47,29.9,12.6,6.75,4.31,11.8,13.4
36,Cal Poly,33,8,25,0.242,-7.51,-0.54,,1,18,,6,11,,1,13,,60.8,65.9,,40.3,21.7,52.5,0.413,5.48,18.6,0.294,12,16.1,0.744,8.52,32.7,10.3,5.48,2.48,13.8,19.8
37,Cal State Bakersfield,33,11,22,0.333,-8.34,-1.47,,6,14,,6,8,,3,12,,60.5,64.7,,40.6,22.2,53.6,0.414,4.3,13.2,0.325,11.8,15.5,0.76,9.42,32,10.8,6.21,3.03,12.8,18.8
38,Cal State Fullerton,33,20,13,0.606,1.73,-0.27,,12,6,,11,2,,7,8,,69.2,65.1,,41.2,23.6,54.9,0.43,7.67,20.8,0.369,14.3,20.6,0.693,9.18,33.6,10.3,6.48,2.58,11.8,17.9
39,Cal State Northridge,32,7,25,0.219,-10.4,-1.74,,4,16,,7,8,,0,14,,63.4,68.6,,40.2,21.7,54.2,0.401,5.75,18,0.32,14.2,19.1,0.742,9.78,33.3,9.81,6.28,3.09,12.5,18.9
40,California,32,3,29,0.094,-3.36,8.43,,2,18,,3,14,,0,12,,58.3,70.1,,40.3,20.7,52.9,0.391,4.88,16.4,0.298,12.1,16.7,0.723,8.69,31.5,9.63,4.72,3.13,13,17.1
41,California Baptist,33,17,16,0.515,0.21,-0.69,,7,10,,12,5,,4,8,,69.4,65.3,,40.3,24.6,57.5,0.427,8.36,25.4,0.33,11.9,17.9,0.664,11,37.2,14.3,4.42,3.12,11.5,17.2
42,Campbell,34,16,18,0.471,-5.23,-4.89,,8,10,,8,6,,4,10,,69.8,68.5,,40.7,24.4,52.3,0.467,6.71,20.1,0.334,14.3,20.3,0.703,7.85,31.4,12.2,6.24,2.85,11.9,16.3
43,Canisius,30,10,20,0.333,-7.05,-3.46,,8,12,,7,7,,3,12,,70.4,72.3,,40.8,25.4,60.3,0.422,8.5,24.5,0.347,10.9,14.9,0.732,10.4,33.6,14.4,5.6,2.63,11.9,15.6
44,Central Arkansas,31,9,22,0.29,-13.72,-3.15,,4,14,,6,8,,2,13,,72.9,81.5,,40.5,26.4,64.1,0.412,8.52,26.4,0.323,11.6,15.5,0.749,11.2,36.4,12.4,6.52,3.16,13.3,16.4
45,Central Connecticut State,32,10,22,0.313,-13.68,-9.49,,7,9,,6,7,,4,14,,66,70.2,,40.5,24.7,58.6,0.422,6.84,20.9,0.327,9.69,13.7,0.709,10.1,34.1,12.9,5.59,3.81,11.9,14.1
46,Central Michigan,31,10,21,0.323,-11.97,-2.62,,5,13,,6,8,,3,12,,65.7,73,,40.2,22.6,54.5,0.416,6.16,20.5,0.3,14.3,20.7,0.69,11.1,35.4,10.7,5.84,3.81,15.9,19.8
47,Charleston Southern,31,10,21,0.323,-9.44,-4.47,,5,13,,6,8,,3,12,,72.6,74.4,,40.2,26.4,59.7,0.443,8.1,23.6,0.343,11.7,16.1,0.727,11.6,35.2,12,5.06,2.61,11.8,18.1
48,Charlotte,36,22,14,0.611,3.9,-0.46,,9,11,,11,4,,5,8,,66.9,62.6,,40.7,24.6,52,0.473,8.08,21.4,0.377,9.69,12.9,0.751,6.42,29.6,13,5.53,2.5,10.6,13.6
49,Chattanooga,35,18,17,0.514,-2.34,-3.34,,7,11,,9,7,,6,9,,77.2,72.1,,40.1,26.4,58.3,0.452,11.4,30.2,0.377,13,18.3,0.714,9.57,36.2,15.3,5.71,3.46,11.6,15.8
50,Chicago State,31,11,20,0.355,-11.29,-3.51,,,,,8,0,,3,20,,70.3,73,,40.2,24.5,56.7,0.433,8.26,24.4,0.339,13,17.9,0.728,11.8,35.2,12.2,5.65,2.68,13.6,18.1
51,Cincinnati,36,23,13,0.639,11.77,4.97,,11,7,,16,3,,5,7,,77.1,69.3,,40.3,28.4,63.4,0.448,8.72,24.8,0.351,11.6,16.4,0.706,11.2,37.3,15.5,6.28,3.94,10.7,15.8
52,Clemson,34,23,11,0.676,10.53,3.71,,14,6,,15,2,,5,6,,74.7,67.9,,40.3,26.4,56.6,0.467,8.29,22.8,0.364,13.5,17.2,0.785,7.41,35.2,14.3,5.15,3.15,11.1,17.3
53,Cleveland State,35,21,14,0.6,-2.6,-5.05,,14,6,,13,3,,7,9,,71.8,68.7,,40.7,27.4,60.3,0.454,5.09,16.6,0.307,11.9,17.5,0.681,12.5,35.5,13.3,6.91,3.4,11.6,16.6
54,Coastal Carolina,31,11,20,0.355,-8.93,-1.75,,5,13,,8,8,,3,11,,73.3,74,,40.3,26.3,60.6,0.434,7.19,22.7,0.316,13.5,17.2,0.784,11.3,37.2,12.4,6.06,3.19,12.2,16
55,Colgate ,35,26,9,0.743,2.2,-5.86,,17,1,,14,2,,11,4,,78.1,69.3,,40,29.8,58.2,0.511,8.17,20.3,0.403,10.4,15.7,0.661,7.97,33.7,18.2,7.09,2.86,10.2,12.5
56,College of Charleston ,35,31,4,0.886,8.4,-4.02,,16,2,,17,1,,11,2,,80.1,67.2,,40.3,27.4,62.9,0.436,9.94,30,0.331,15.4,20.7,0.744,13.5,40.3,13.7,7.4,3.11,11.9,16.9
57,Colorado,35,18,17,0.514,11.17,8.39,,8,12,,13,5,,2,9,,69.9,67.1,,40,25.5,58.8,0.434,6.54,20.3,0.322,12.2,17.6,0.695,11.1,37.1,13,7.46,3.66,13.2,16.2
58,Colorado State,33,15,18,0.455,5.64,5.86,,6,12,,9,7,,4,8,,72.5,71.4,,40.5,26.5,54.2,0.488,7.61,20.9,0.364,11.9,16,0.745,5.97,30.7,16.5,5.67,2.45,11.2,16.3
59,Columbia,29,7,22,0.241,-14.37,-2.37,,2,12,,6,9,,1,13,,67.8,75.8,,40.3,24,59.6,0.403,7.79,24.6,0.317,12,16.8,0.715,10.2,34.4,11.7,6.76,2,13.8,16.7
60,Connecticut ,39,31,8,0.795,22.95,8.51,,13,7,,15,2,,6,5,,78.6,64.1,,40,27.7,59.8,0.464,9.05,24.9,0.363,14,18.4,0.761,13,39.3,17.5,6.28,4.87,12.9,17.7
61,Coppin State,32,9,23,0.281,-14.76,-3.6,,4,10,,4,6,,5,16,,72,83.2,,40.6,24.3,55.9,0.435,8.38,24.8,0.338,14.9,20.8,0.719,6.44,30.4,11.3,7.69,2.53,14.9,19.7
62,Cornell,28,17,11,0.607,0.63,-2.41,,7,7,,11,2,,6,8,,81.7,76,,40.2,29.1,62.1,0.47,10.7,30.4,0.353,12.7,17.5,0.724,10.4,34.4,17.5,9.71,2.25,12.4,16.6
63,Creighton ,37,24,13,0.649,17.83,9.8,,14,6,,13,2,,5,6,,76.4,68.4,,40.3,27.4,58.5,0.469,8.62,24.4,0.354,13,16.6,0.783,8.27,37,15.7,5,4.11,11.6,13.1
64,Dartmouth,28,10,18,0.357,-7.98,-2.52,,6,8,,7,5,,3,11,,71.4,72.4,,40.5,25.7,58.1,0.442,8.14,24.5,0.333,11.9,17,0.699,8.43,34.9,12.9,5.46,4.04,14.4,17
65,Davidson,32,16,16,0.5,1.99,1.47,,8,10,,7,8,,6,6,,69.9,68.7,,40.5,24.5,55.4,0.443,6.75,20.8,0.325,14.1,18.8,0.748,8.28,32.9,13.1,5.38,1.28,10.8,15.2
66,Dayton,34,22,12,0.647,8.71,1.09,,12,6,,14,2,,5,6,,68.6,61,,40.3,24.5,52.5,0.467,6.62,19.6,0.338,13,18.6,0.699,9.44,36.1,15.2,4.79,4.38,12.1,13.8
67,Delaware,33,17,16,0.515,-5.57,-3.72,,8,10,,10,5,,4,10,,69.6,70.7,,40.3,24.7,56.3,0.439,6.61,20.6,0.321,13.6,18.7,0.727,8.67,32.4,11.8,6.91,3.97,11.3,16.4
68,Delaware State,30,6,24,0.2,-17.7,-4.95,,4,11,,4,8,,2,14,,64.6,75.5,,40.3,23.8,57.5,0.414,5.7,18.1,0.315,11.3,16.5,0.688,11.2,34.9,12.4,6.97,2.63,16,18.4
69,Denver,32,15,17,0.469,-9.56,-5.89,,6,12,,9,5,,4,11,,72.7,75.1,,40.6,26.1,53.6,0.487,4.5,13.8,0.326,16,22.3,0.717,9.06,35.2,11.3,5.53,3.06,15,17
70,DePaul,33,10,23,0.303,2.9,9.03,,3,17,,7,8,,2,12,,71.2,77.3,,40.6,25.4,59.4,0.427,8.27,22.5,0.368,12.1,16.4,0.739,9.24,32.4,13.8,6.39,4.73,12.9,18.3
71,Detroit Mercy,33,14,19,0.424,-3.21,-3.61,,9,11,,9,5,,5,13,,76.6,75.3,,40.3,26.5,61.3,0.433,10.2,26.5,0.386,13.2,17.2,0.768,13.1,36.7,12.5,6.12,1.94,11.8,16
72,Drake ,35,27,8,0.771,7.84,-1.14,,15,5,,14,1,,6,6,,74.8,63.9,,40.9,27.2,58.1,0.469,7.94,21.5,0.37,12.4,16.2,0.767,7.94,35.7,13.7,5.34,2.63,10.5,14.9
73,Drexel,32,17,15,0.531,-2.27,-5.43,,10,8,,12,3,,3,9,,66.7,62.4,,40.8,24.2,56.1,0.431,7.16,22.7,0.316,11.3,16.5,0.683,10.3,35,11.7,5.63,3.22,11.7,14.5
74,Duke ,36,27,9,0.75,15.83,7.44,,14,6,,16,0,,4,6,,72,63.6,,40.1,26,57.6,0.452,6.81,20.3,0.335,13.2,17.2,0.766,12,38.7,14.6,5.67,4.53,12,15.3
75,Duquesne,33,20,13,0.606,3.48,-0.16,,10,8,,16,4,,3,7,,74.9,71.3,,40.1,27.2,62.2,0.437,9.15,25,0.366,11.4,16.4,0.694,12.4,35.7,15.3,8.06,3.76,12,18.6
76,East Carolina,33,16,17,0.485,-0.29,1.41,,6,12,,10,6,,2,9,,68.8,70.5,,40,23.3,57.5,0.406,7.55,23.9,0.316,14.7,21.3,0.688,12.2,37.1,13.1,6.48,2.64,13.2,17.7
77,East Tennessee State,32,12,20,0.375,-6,-4.44,,8,10,,7,9,,4,9,,69.1,69,,40.2,25.7,56.7,0.453,6.34,19.8,0.321,11.4,17.1,0.67,10.7,35.1,12.2,6.09,3.09,13.1,15.3
78,East Texas A&M,33,13,20,0.394,-11.09,-7.53,,9,9,,5,5,,7,13,,71.6,73.4,,40.8,26,57.3,0.454,8.42,26.3,0.32,11.1,15.8,0.701,9.18,32.2,14.4,5.79,3.06,12.8,18.7
79,Eastern Illinois,31,9,22,0.29,-14.09,-6.75,,5,13,,6,9,,3,12,,68.8,72.1,,40.2,25.7,58.1,0.443,5.23,15.9,0.329,12.2,19.1,0.637,9.29,33.9,14.5,8.39,3.39,13.5,18
80,Eastern Kentucky,37,23,14,0.622,-1.47,-1.62,,12,6,,14,2,,5,10,,78.6,73.5,,40.7,29.7,67.2,0.441,8.59,25.1,0.343,10.7,16.2,0.659,13.6,40,14.9,8,4.76,12,15.8
81,Eastern Michigan,31,8,23,0.258,-11.05,-1.88,,5,13,,6,7,,2,13,,72.2,80.8,,40.3,25.9,58.9,0.44,6.19,19.6,0.316,14.2,18.5,0.767,8.71,31.4,9.65,6.26,2.16,11.8,18.9
82,Eastern Washington,34,23,11,0.676,1.47,-1.62,,16,2,,11,2,,10,7,,76.7,71.4,,40,27.4,55.9,0.49,8.82,24.6,0.358,13.1,17.3,0.756,8.97,35.9,15.4,5.18,3.15,13.6,17.4
83,Elon,32,8,24,0.25,-12.85,-4.38,,6,12,,5,9,,3,12,,65.4,71.6,,40,23.8,56,0.425,6.81,22.6,0.302,11,15.5,0.708,8.78,33.7,12.2,6.13,2.16,12.3,16.1
84,Evansville,32,5,27,0.156,-15.14,-1.54,,1,19,,3,10,,1,14,,62.4,76,,40,22.8,57.5,0.396,6.22,19.3,0.322,10.6,16.9,0.63,7.88,31.4,10.3,7,1.94,12.3,16.3
85,Fairfield,31,13,18,0.419,-6.98,-4.51,,9,11,,7,6,,4,10,,64.9,66,,40.5,22.3,54.2,0.41,5.74,20,0.287,14.6,20.2,0.724,9.84,33.7,9.55,5.48,3.68,11.8,15.2
86,FDU ,37,21,16,0.568,-8.98,-9.83,,10,6,,10,5,,8,9,,77.4,74.2,,40.4,28.2,62.5,0.452,8.16,23.7,0.345,12.7,16.9,0.752,11.5,34.4,14.7,7.97,2,11.5,18.8
87,Florida,33,16,17,0.485,10.9,8.26,,9,9,,10,6,,4,7,,71.2,68.6,,40.2,25.2,57.7,0.436,6.67,21.2,0.314,14.3,19.9,0.717,8.42,34.6,12.3,6.82,5.18,11.2,16.2
88,Florida A&M,29,7,22,0.241,-17.81,-4.99,,5,13,,4,7,,3,15,,58.6,70,,40.2,20.5,53,0.387,5.76,18.4,0.313,11.8,17.1,0.692,10.2,32.9,9.66,6.59,3.62,16,19
89,Florida Atlantic ,39,35,4,0.897,13.92,2.3,,18,2,,17,0,,11,3,,77.8,65.3,,40.3,27.8,59.6,0.466,9.62,26.3,0.366,12.6,17.5,0.719,10.9,38.9,14.4,6.46,2.56,11.8,15.7
90,Florida Gulf Coast,32,17,15,0.531,-2.63,-3.08,,7,11,,8,5,,6,9,,71.3,69.4,,40.3,25.2,57.6,0.437,9.22,26,0.355,11.7,15.8,0.74,9.41,34.6,12.8,6.84,3.25,11.4,15.5
91,Florida International,32,14,18,0.438,-2.71,0.32,,8,12,,11,7,,3,10,,73.1,75.1,,40.6,27.1,58.2,0.466,6.84,21,0.326,12.1,16.9,0.713,8.59,31.5,12.4,9.06,4,14.8,17.1
92,Florida State,32,9,23,0.281,-0.38,6.5,,7,13,,5,11,,4,7,,69.3,76.2,,40,25.1,57.5,0.436,6.53,19.8,0.33,12.7,17.5,0.726,8.69,31.4,13.4,6.16,3.91,12.1,16.2
93,Fordham,33,25,8,0.758,2.26,-2.14,,12,6,,18,2,,6,5,,72,67.6,,40.3,24.2,57.6,0.419,7.64,24,0.318,16.1,21.7,0.741,10.8,36.9,12.7,7.21,4.85,13.5,19.6
94,Fresno State,31,11,20,0.355,2.6,5.1,,6,12,,7,7,,4,9,,63.7,65.7,,40,23.2,54,0.43,6.77,22,0.308,10.5,13.5,0.771,8,30.3,12.3,6.32,3.32,11.6,16.1
95,Furman ,36,28,8,0.778,4.89,-2.9,,15,3,,14,2,,8,3,,80.9,71.2,,40.4,28.2,59.1,0.477,9.44,27.4,0.344,15,20.2,0.741,9.75,35.1,16.7,6.61,3.19,11,16.8
96,Gardner-Webb,31,15,16,0.484,-3.84,-4.64,,10,8,,8,5,,6,10,,70.7,65.5,,40.6,26.2,56.2,0.467,6.32,18.8,0.336,11.9,19.1,0.625,10,35.4,12.9,7.16,4.71,13,19.2
97,George Mason,33,20,13,0.606,1.73,0.27,,11,7,,14,2,,4,7,,68.7,67.3,,40.3,24.2,53.8,0.451,7.27,20.8,0.35,13,19.9,0.651,9.15,35.8,13.7,4.61,3.12,13.7,17.2
98,George Washington,32,16,16,0.5,-1.93,-0.61,,10,8,,11,6,,5,6,,76.3,76.7,,40.8,27.2,57.8,0.47,7.13,22.2,0.321,14.8,20.1,0.738,8.88,34.9,12.7,5.69,3.41,12.6,16.4
99,Georgetown,32,7,25,0.219,-1.07,7.52,,2,18,,5,12,,1,11,,69.5,78.1,,40.3,25.6,60.4,0.423,5.78,18.7,0.309,12.6,17.6,0.718,10.8,36,11.9,6.16,4.56,12.3,14.4
100,Georgia,32,16,16,0.5,1.8,4.8,,6,12,,13,4,,1,10,,68.5,71.5,,40.2,22.8,55.4,0.41,6.72,21.2,0.317,16.3,22.4,0.727,10.8,35.8,11.2,6.31,2.66,13.2,16
101,Georgia Southern,33,17,16,0.515,-3.25,-2.02,,9,9,,12,4,,3,11,,68.4,66.7,,40.2,25.5,58.4,0.436,6.27,20,0.314,11.2,16.3,0.686,9.85,35.3,10.4,7.03,2.85,11.5,16.7
102,Georgia State,31,10,21,0.323,-6.79,-0.93,,3,15,,10,9,,0,11,,66.7,69.4,,40.2,24,57.7,0.416,5.29,17.9,0.295,13.4,18.7,0.713,11.1,34.5,11,5.77,3.58,12.9,17
103,Georgia Tech,33,15,18,0.455,2.08,4.89,,6,14,,11,6,,3,9,,69.7,70.8,,40.2,25.9,61.2,0.423,7.85,23.4,0.335,10.1,14.5,0.696,10.6,35,14,5.97,4.06,10.6,15.9
104,Gonzaga ,37,31,6,0.838,18.99,8.04,,14,2,,15,1,,7,2,,86.1,73.4,,40.1,32.1,61.7,0.521,7.54,19.9,0.379,14.4,20.8,0.693,10.4,37.2,16.3,7.24,3.43,10.7,16.6
105,Grambling,33,24,9,0.727,-4.03,-8.48,,15,3,,11,1,,9,6,,69,62.2,,40.2,24.6,54.1,0.454,5.27,14.8,0.356,14.5,22.6,0.644,11,36.2,12.3,7.33,4.12,14.4,18.9
106,Grand Canyon ,36,24,12,0.667,4.43,1.27,,10,7,,14,4,,5,5,,75.2,67.3,,40.3,25.9,56.1,0.462,8.97,23.4,0.383,14.4,20.1,0.716,10.1,36.6,12.6,4.92,3.19,11.9,18
107,Green Bay,32,3,29,0.094,-20.3,-3.14,,2,18,,2,10,,1,17,,59.3,76.5,,40.2,20.5,52,0.394,6.81,22.6,0.301,11.5,16.4,0.702,7.34,28.3,10.9,5.06,2.38,14,16.9
108,Hampton,32,8,24,0.25,-15.25,-4.71,,5,13,,7,6,,1,13,,68.2,77.5,,40.2,23.7,60.4,0.392,7.13,22.2,0.322,13.7,19.9,0.687,10.5,34.3,11,4.31,3.16,11.1,18.3
109,Hartford,28,5,23,0.179,-23.12,-7.96,,,,,5,10,,0,11,,62.8,71.1,,40,23.5,55.1,0.427,7.36,22.1,0.332,8.32,12.9,0.644,9.11,31.6,13,6.39,3.75,14.4,14.1
110,Harvard,28,14,14,0.5,-0.71,-2.02,,5,9,,5,7,,8,6,,68.4,66.4,,40.4,25,56.9,0.439,6.57,21.3,0.309,11.8,17.6,0.669,10.7,36.3,13.2,7.54,3.82,13.6,14.6
111,Hawaii,33,22,11,0.667,2.36,-2.17,,13,7,,13,5,,6,4,,66.9,61.8,,40.5,23.4,54.5,0.429,6.67,20.2,0.33,13.5,18,0.747,9.7,35.3,11.1,4.58,3.79,12.2,16
112,High Point,31,14,17,0.452,-9.88,-5.23,,6,12,,10,5,,2,11,,74.6,77.2,,40,26.2,59.2,0.443,7.55,23.2,0.325,14.6,23.3,0.626,11.7,38,12.4,6.55,4.9,14.1,18.5
113,Hofstra,35,25,10,0.714,4.96,-2.3,,16,2,,11,2,,11,5,,74.8,66.4,,40.4,28.6,59.5,0.48,8.66,23.6,0.367,8.97,12.1,0.739,7.74,33.7,14.4,6.23,4.23,10.7,14.4
114,Holy Cross,32,10,22,0.313,-14.27,-6.4,,7,11,,6,9,,4,11,,66.8,72.6,,40.2,25.4,58.2,0.436,6.84,18.7,0.366,9.16,14.7,0.622,7.97,32.5,12.4,6.34,2.78,12.1,16.1
115,Houston ,37,33,4,0.892,22.2,4.79,,17,1,,16,2,,11,0,,74.9,57.5,,40,27.3,59.5,0.458,7.68,22.6,0.34,12.6,17.2,0.733,12.8,38.9,14.7,7.92,4.92,10,16.7
116,Houston Christian,32,10,22,0.313,-17.18,-6.94,,7,11,,8,8,,2,13,,77.6,83.1,,40.2,26.6,58.2,0.457,8.28,22.7,0.365,16.1,22.4,0.718,10.3,34.3,14.8,5.75,2.75,15.3,18
