,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
235,Quinnipiac,31,15,16,0.484,-4.74,-4.9,,11,7,,8,6,,6,8,,71.8,71.6,,40.8,25.5,59.5,0.428,4.42,13.2,0.335,16.5,24.5,0.673,15.9,38.7,12.5,4.13,3.71,13.9,19.6
236,Radford,32,13,19,0.406,-10.83,-7.27,,7,9,,8,5,,4,12,,66.8,68.1,,40.6,23.4,59,0.397,6.06,19.3,0.314,13.8,21.3,0.648,13.3,33,11.9,8.56,3.63,13.5,19.1
237,Rhode Island,29,8,21,0.276,-0.58,4.97,,3,13,,5,10,,3,9,,61.6,67.1,,40.7,21.2,53.1,0.4,6.31,19.6,0.322,12.8,19.1,0.671,10.1,28.4,10.9,5.55,4.03,12.1,19.3
238,Rice,31,5,26,0.161,-11.13,0.01,,1,15,,5,11,,0,11,,60.5,70.9,,40.2,20.8,52.3,0.397,7.39,22.5,0.329,11.5,15.9,0.726,6.74,22.8,11.3,6.58,1.03,11.2,18.8
239,Richmond,34,19,15,0.559,6.92,3.45,,8,8,,15,2,,4,11,,70,66.5,,40.7,22.8,51.4,0.444,8.29,22,0.378,16.1,22.2,0.722,8.68,26.9,12.8,7.29,3.85,12.2,19.6
240,Rider,34,19,15,0.559,-1.19,-1.63,,12,6,,9,5,,8,9,,63.7,63.3,,40.1,22,51,0.432,6.09,17.6,0.345,13.6,20.1,0.678,10,30.8,10.1,6.65,4.35,15.4,18.3
241,Robert Morris,35,24,11,0.686,0.25,-4.89,,14,4,,13,3,,10,7,,70.9,65.7,,40.1,23.6,54.6,0.431,8.57,22.5,0.381,15.1,20.2,0.749,10.5,27.6,14,8.94,2.63,12.8,19.6
242,Rutgers,31,15,16,0.484,5.98,6.79,,5,13,,9,7,,4,8,,65.4,66.2,,40,24.1,54.5,0.442,4.84,13.5,0.357,12.4,17.7,0.699,11.9,30.6,12.6,6.97,3.65,13.8,19.5
243,Sacramento State,29,14,15,0.483,-9.5,-6.88,,8,12,,10,4,,4,11,,64.7,65.7,,40,22.1,53.3,0.414,5.52,16.3,0.338,15,20.7,0.728,10.5,30.4,12.3,5.21,2.45,11.2,16
244,Sacred Heart,29,9,20,0.31,-9.75,-3.68,,7,11,,5,7,,3,13,,70.2,76.3,,40.3,25.1,57.1,0.44,6.66,18.9,0.352,13.3,18.4,0.722,11.5,31.1,13.4,6.28,3.59,15.2,18.4
245,Saint Francis (PA),29,5,24,0.172,-15.15,-4.36,,5,13,,3,10,,2,14,,62.2,73,,40.7,21.8,52.7,0.415,7.14,20.5,0.348,11.4,16.6,0.687,9.21,26.5,12.6,5.55,2.14,14.4,18.5
246,Saint Joseph's,32,18,14,0.563,7.33,4.05,,8,8,,11,4,,5,8,,67.2,63.9,,40.3,23.3,53.2,0.438,7.16,20.9,0.342,13.4,19.3,0.696,10.4,31.5,14.1,5.16,5.72,11.9,13.1
247,Saint Louis ,35,28,7,0.8,14.35,4.29,,13,3,,17,2,,6,3,,68.2,58.2,,40.3,23.1,51.8,0.446,6,17.6,0.34,16.1,22.8,0.704,8.74,29.5,12.9,7.63,3.11,10.9,17.2
248,Saint Mary's (CA) ,35,28,7,0.8,14.46,3.26,,14,2,,16,1,,9,2,,74.6,62.9,,40.1,26,55.4,0.469,7.8,20.8,0.375,14.8,20.4,0.725,12.1,34.3,14.3,6.11,2.8,11.9,17.5
249,Saint Peter's,30,9,21,0.3,-9.04,-2.9,,3,15,,5,8,,4,11,,59.6,65.7,,40.3,22.5,54.4,0.413,4.9,14.6,0.336,9.77,16.5,0.592,10.7,28.1,11.3,6.97,3.5,12.9,18.9
250,Sam Houston,34,17,17,0.5,-6.48,-5.19,,8,10,,9,6,,6,10,,63.8,61.2,,40.6,21.8,56.4,0.386,6.59,19.9,0.33,13.6,20.8,0.656,13.3,34.7,13.9,7.03,2.26,13.2,21.1
251,Samford,32,11,21,0.344,-10.02,-4.34,,9,9,,7,6,,4,12,,61.2,66.1,,40.8,22.2,50,0.444,6.34,17.6,0.361,10.4,15.7,0.661,8.31,25.9,12.6,6.44,2.53,13.2,16.8
252,San Diego,34,16,18,0.471,-0.6,2.56,,7,9,,10,5,,4,9,,65.1,66.5,,40.3,23,52.8,0.435,5.97,17.1,0.349,13.2,19.5,0.676,10.4,29.6,11.5,6.03,3.85,13.5,17.1
253,San Diego State ,34,23,11,0.676,12.95,6.14,,9,7,,14,1,,4,6,,69.3,61.1,,40.1,24.7,56.4,0.438,5.94,18.2,0.327,14,20.5,0.683,11.1,33.6,12.5,6.91,4.56,12.1,14.6
254,San Francisco,31,15,16,0.484,2.44,2.85,,7,9,,8,7,,6,5,,69.7,69.1,,40.2,24.4,53.8,0.453,8.03,20,0.401,12.9,19.4,0.667,8.16,29.5,12.3,5.45,2.03,12.1,17.7
255,San Jose State,29,9,20,0.31,-9.43,-0.96,,3,14,,5,9,,4,9,,62.1,68.9,,40.2,21.7,57.6,0.377,5.07,16.9,0.3,13.7,20.9,0.656,13.1,33.1,10.9,6.03,3.31,13.9,17.7
256,Santa Clara,38,26,12,0.684,6.54,1.68,,9,7,,15,5,,10,6,,74.4,67.8,,40.3,25.5,57.8,0.442,7.97,22.1,0.361,15.4,21.1,0.727,11.8,32.8,14.7,7.92,4.55,12.3,19.7
257,Savannah State,34,19,15,0.559,-5.4,-4.71,,11,5,,11,3,,7,11,,56.8,55.5,,40.6,20.9,49.7,0.42,3.85,13.1,0.294,11.2,18.1,0.618,11.5,30.1,10.2,9.03,4.06,17.2,18.5
258,Seattle,30,8,22,0.267,-4.56,-1.08,,3,15,,5,11,,3,9,,65.5,68.6,,40.5,24.5,58.3,0.419,6.03,18.6,0.325,10.6,16.9,0.625,13.6,36.9,14,7.7,2.97,18.2,19.6
259,Seton Hall,33,15,18,0.455,5.55,5.97,,3,15,,10,7,,2,9,,64.7,65.2,,40.3,22.5,51.6,0.437,7.91,21.5,0.367,11.7,17.8,0.658,10,30.9,14,6.82,2.61,15.6,18.9
260,Siena,32,8,24,0.25,-10.23,-1.86,,4,14,,4,10,,2,12,,60,68.4,,40.3,20.6,51,0.404,5.78,17.2,0.337,13.1,19.4,0.672,10.9,29.8,10.3,5.63,2.75,15.3,15.7
261,South Alabama,30,17,13,0.567,-2.88,-2.95,,14,6,,10,3,,7,7,,68.7,68,,40.3,22.6,55.2,0.41,5.7,17.6,0.324,17.7,24.7,0.717,13.2,34.1,10.7,6.63,5,15.8,18.8
262,South Carolina,32,14,18,0.438,-0.68,2.14,,4,14,,10,8,,1,9,,66.1,68.9,,40.6,23.2,56.3,0.412,6,18.7,0.321,13.7,19.8,0.688,13.6,31.8,12.3,5.13,3.47,15.3,20
263,South Carolina State,30,6,24,0.2,-18.14,-5.07,,2,14,,5,8,,1,15,,60.3,71.2,,40.5,22.6,57.7,0.392,4.57,16.2,0.282,10.5,16.2,0.647,13.8,32.7,12.1,6.03,3.97,15,17.3
264,South Carolina Upstate,33,16,17,0.485,-3.33,-4.53,,9,9,,9,4,,5,11,,70.2,66.5,,40.2,25.5,57.5,0.445,6.45,18.6,0.347,12.6,19.4,0.65,12.8,34,15.5,7.06,3.97,13.5,16.6
265,South Dakota,30,10,20,0.333,-7.5,-2.93,,5,11,,5,7,,4,11,,70.4,73.6,,40,24,53.6,0.449,6.93,18.7,0.371,15.4,19.8,0.781,7.8,27.5,12.5,6.13,2.8,12.1,14.6
266,South Dakota State ,35,25,10,0.714,2.35,-3.27,,13,3,,13,0,,7,9,,73.4,65.7,,40.6,26,55.4,0.47,7.71,19.8,0.389,13.7,17.9,0.762,9.46,32.1,14.5,5,2.23,10.4,14.1
267,South Florida,31,12,19,0.387,4.31,7.72,,3,15,,10,8,,2,10,,58.8,62.2,,41,20.9,53.7,0.389,6.13,19.6,0.313,10.9,15.7,0.694,10.7,29.4,11.3,6.23,3.35,10.9,15.6
268,Southeast Missouri State,33,17,16,0.515,-5.49,-6.04,,8,8,,9,5,,7,8,,74.1,71.5,,40.2,26.7,56.8,0.469,7.76,19.5,0.398,13,18.6,0.7,9.33,33.7,15.8,5.24,4.82,12.8,18.3
269,Southeastern Louisiana,31,13,18,0.419,-10.67,-3.77,,10,8,,9,3,,3,14,,63.4,68.2,,40.2,22.3,54.4,0.409,5.9,16.5,0.357,13,19.6,0.662,9.68,30.1,9.77,4.74,3,12.8,19.1
270,Southern ,33,23,10,0.697,-2.62,-10.32,,15,3,,12,0,,8,8,,67.4,57.3,,40,23.1,53.2,0.433,6.85,18.8,0.365,14.4,20.9,0.689,8.73,31.4,11.4,7.39,4.06,10.9,17
271,Southern California,32,14,18,0.438,6.26,8.19,,9,9,,10,6,,3,9,,65.7,67.6,,40.6,24.3,57.1,0.426,5.19,15.2,0.342,11.8,17.1,0.693,10.3,32,12.6,5.66,5.06,13.3,18.1
272,Southern Illinois,31,14,17,0.452,-0.84,2.26,,6,12,,9,4,,4,11,,63.4,65.1,,40.2,23.6,53.1,0.446,4.48,14,0.32,11.6,18,0.642,10.5,27.3,10.4,8.06,2.19,12.2,17.5
273,SIU Edwardsville,27,9,18,0.333,-11.17,-4.65,,5,11,,8,5,,1,13,,62.9,67.7,,40,22.6,52.9,0.426,5.89,16.2,0.363,11.9,17.8,0.669,9.63,28.6,12.6,5.48,2.15,14.4,17.7
274,Southern Methodist,32,15,17,0.469,-0.59,-1.34,,5,11,,7,7,,6,7,,64.5,62.7,,40.2,22.8,50.8,0.449,3.53,10.3,0.345,15.4,20.7,0.745,10.7,30.9,12,6.88,4.13,14.4,17.5
275,Southern Mississippi,37,27,10,0.73,8.95,1.49,,12,4,,14,2,,9,6,,73.9,63.5,,40.7,26.6,55.6,0.479,6.62,17.4,0.38,14,20.2,0.694,12.7,32.5,14.9,9.62,2.73,14.7,19.1
276,Southern Utah,31,11,20,0.355,-12.14,-5.11,,8,12,,9,5,,2,12,,66.6,71.9,,40.3,23.2,57,0.406,5.23,16.2,0.322,15.1,20.8,0.724,12.1,33.6,12.2,4.97,4.97,15.2,23.4
277,St. Bonaventure,29,14,15,0.483,3.45,2.73,,7,9,,8,6,,5,9,,72.7,72,,40.3,24.4,54.4,0.448,7.31,19.5,0.375,16.6,21.7,0.763,10.6,28.7,14.3,6.48,2.9,13.6,19.7
278,St. Francis (NY),30,12,18,0.4,-5.91,-4.74,,8,10,,6,6,,6,10,,70.3,71.4,,40.2,25.4,59.6,0.426,6.87,20.9,0.328,12.5,18.8,0.665,12.9,31.5,12.9,6.53,2.3,12.3,18.9
279,St. John's (NY),33,17,16,0.515,5.82,7.18,,8,10,,11,5,,5,8,,64.8,66.2,,40.5,25,60.3,0.415,3.64,13.4,0.271,11.2,17.4,0.64,11.8,32.6,12.2,6.67,7.3,11.4,16.6
280,Stanford,34,19,15,0.559,11.36,7.33,,9,9,,12,5,,5,7,,70.5,66.5,,40.1,24.5,58.9,0.416,6.97,19.4,0.359,14.6,19.6,0.743,11.7,33,12.1,5.88,4.03,11.8,17.3
281,Stephen F. Austin,32,27,5,0.844,4.23,-6.67,,16,2,,15,0,,11,4,,64.8,51.2,,40,24.1,51.5,0.468,4.19,12.9,0.324,12.4,20.3,0.61,11.2,32.6,15.5,7.84,3.78,12.7,15.4
282,Stetson,31,15,16,0.484,-6.13,-4.13,,11,7,,8,6,,6,9,,70.3,71.5,,40,24.8,54.3,0.456,7.42,21.4,0.347,13.4,18.9,0.705,10.2,31.5,16.2,5.32,2.52,15.8,16.7
283,Stony Brook,33,25,8,0.758,5.61,-4.11,,14,2,,11,1,,13,6,,68,57.5,,40,23.9,53.9,0.444,5.85,16.5,0.353,14.3,20.3,0.704,10.9,34.2,12.3,6.42,3.79,11.8,15.6
284,Syracuse ,40,30,10,0.75,20.3,8.57,,11,7,,17,2,,5,5,,70.4,58.7,,40.3,25.2,57.3,0.439,5.83,17.4,0.335,14.2,21.1,0.675,14,34.5,14.1,9,6.2,12.4,15.9
285,TCU,32,11,21,0.344,-4.28,4.39,,2,16,,9,9,,1,10,,55,62.6,,40,19.7,49.2,0.401,3.66,11.8,0.311,11.9,19.9,0.601,10.8,29,10.1,5.38,2.81,13.5,16.5
286,Temple ,34,24,10,0.706,9.54,5.21,,11,5,,14,3,,8,4,,72.2,67.9,,40,25,58.4,0.428,7.15,21.8,0.328,15,20.8,0.723,11.2,31.1,14.6,7.85,3.71,10.8,16.4
287,Tennessee,33,20,13,0.606,9.04,6.07,,11,7,,13,4,,4,7,,66.3,63.4,,40.6,22.8,53.1,0.43,5.24,16.6,0.316,15.5,22.4,0.69,12.4,34,10.7,4.24,3.94,12.9,18.1
288,Tennessee State,33,18,15,0.545,-2.14,-1.27,,11,5,,11,2,,5,11,,71.5,69.9,,40.3,24.2,55.2,0.439,6.24,18.5,0.337,16.8,22.5,0.748,12.1,33.2,13.1,7.21,4.39,15.4,19.1
289,Tennessee Tech,29,12,17,0.414,-9.58,-3.21,,5,11,,9,5,,3,12,,64.8,67.3,,40,22.4,52.7,0.426,6.1,19.1,0.319,13.8,19.5,0.708,11.9,30.9,11.7,6.38,3.59,16.1,20.9
290,Tennessee-Martin,30,9,21,0.3,-16.54,-4.14,,5,11,,7,7,,2,13,,66.9,76.5,,40.7,22.7,57.8,0.394,5.63,16.9,0.334,15.8,21.3,0.742,12.5,32.1,12.3,6.87,2.53,15.1,21.1
291,Texas,34,16,18,0.471,6.84,6.54,,7,11,,12,4,,2,10,,65.6,65.6,,41,22.8,55.3,0.413,5.06,17.1,0.297,14.9,22.5,0.659,12.3,34.7,11.5,6.44,4.79,14.7,19.3
292,Texas A&M,33,18,15,0.545,6.51,4.87,,7,11,,12,6,,4,6,,63.7,62.1,,40.9,23.2,52.8,0.44,5,14,0.356,12.2,17.4,0.705,11.3,29.9,11.5,6.45,2.97,13.3,17.2
293,Texas A&M-Corpus Christi,29,6,23,0.207,-11.78,-3.68,,5,13,,4,9,,2,14,,60.2,67.7,,40,21.9,53.8,0.406,4.76,16,0.298,11.7,17.2,0.68,10.6,28.4,10.9,6.34,3.69,12.1,19.6
294,Texas Southern,31,17,14,0.548,-2.12,-7.28,,16,2,,10,3,,7,11,,70.3,65.1,,40.6,25,56.9,0.44,8.94,25.1,0.356,11.3,17.7,0.636,11,32.3,14.1,5.13,4.58,11.8,16.4
295,Texas State,34,12,22,0.353,-6.39,-0.93,,5,13,,4,11,,5,8,,70.5,75.2,,40.1,24.4,58.1,0.42,6.68,20.1,0.331,15.1,21.4,0.706,10.2,29.8,12.1,7.5,3.12,13.8,19
296,Texas Tech,31,11,20,0.355,-3.1,4.32,,3,15,,9,11,,1,8,,65.4,72.8,,40.2,23.3,55.2,0.421,4.81,16.7,0.288,14,21,0.667,11.3,29.3,11.1,8.23,3.03,14.7,19.2
297,Texas-Rio Grande Valley,32,16,16,0.5,-13.37,-8.19,,5,3,,11,2,,3,11,,65.7,67.3,,40.9,23.1,53.5,0.431,6.56,17.6,0.374,12.9,20.3,0.637,10.3,29.3,12.9,6.78,1.94,14.3,17.5
298,The Citadel,30,8,22,0.267,-16.96,-5.42,,5,13,,5,8,,3,12,,64.4,73.2,,40.2,22.7,50.1,0.453,5.87,16.3,0.361,13.1,18.6,0.703,9.43,26.9,15.1,7.07,2.3,15.5,15.2
299,Toledo,28,15,13,0.536,-2.42,-3.03,,10,6,,8,4,,6,9,,68.9,68.3,,40.4,23.6,55,0.429,5.93,17.7,0.335,15.7,20.6,0.761,9.71,29,13,7.04,3.32,12,17.1
300,Towson,31,18,13,0.581,-1.89,-2.56,,13,5,,6,5,,9,8,,68.5,66.6,,41,24.3,55.4,0.439,5.42,16.9,0.32,14.5,22.2,0.654,13.9,36.5,10.2,5.13,5.45,14.8,19.1
301,Troy,33,12,21,0.364,-8.75,-4,,6,14,,8,7,,2,12,,62,66.8,,41.1,23,57.8,0.397,6.42,20.6,0.312,9.64,14.2,0.679,11.5,29.8,11.3,5.42,2.45,10.5,15.6
302,Tulane,35,20,15,0.571,1.87,-1.8,,6,10,,15,4,,3,10,,69.6,65.7,,40,22.5,54.2,0.416,6.4,18.3,0.349,18.1,24.9,0.727,12.8,32,11.5,6.66,1.89,12.3,16.7
303,Tulsa,33,17,16,0.515,-1.06,0.94,,8,8,,9,5,,5,8,,67.9,68.2,,40.5,23.1,53.3,0.434,6.09,18.1,0.336,15.6,23.2,0.67,10.6,32.4,11.8,6.45,3.06,14.7,19.8
304,UAB,33,16,17,0.485,0.27,1.52,,7,9,,11,4,,4,10,,71.4,71.2,,40.2,26,60,0.433,6.64,19.8,0.334,12.8,17.8,0.724,12.4,32.7,16,8.15,2.58,15.5,18.8
305,UC Davis,31,14,17,0.452,-3.8,-2.87,,9,9,,6,7,,6,9,,71.3,72.2,,40.2,25.2,53.3,0.473,8.29,20.5,0.405,12.6,17.5,0.719,8.13,30.6,14.8,4.65,2.81,14,17.2
306,UC Irvine,37,21,16,0.568,-0.15,-0.97,,11,7,,13,1,,5,13,,69.1,65.4,,40.4,25.2,58.1,0.433,6.73,20.2,0.334,12,18.1,0.665,11.3,35.2,15.7,4.89,4.3,12.5,17.6
307,UC Riverside,31,6,25,0.194,-11.81,-2.02,,3,15,,5,9,,1,14,,59,66.5,,40.2,22.2,53.2,0.417,4.71,16.3,0.289,9.9,17,0.583,11.2,31.7,12.3,6.23,2.94,14.6,15.9
308,UC Santa Barbara,31,11,20,0.355,-4.53,0.1,,7,11,,8,6,,3,13,,64.6,67.4,,40.5,22.7,54.1,0.419,7.97,23,0.346,11.3,16.3,0.692,11,32.1,14.7,5.32,4.42,14.4,17.9
309,UCF,31,20,11,0.645,3.46,0.98,,9,7,,14,5,,5,6,,70.8,67.1,,40.3,24.8,54.7,0.453,7.1,19.9,0.357,14.1,21.9,0.644,12,32.6,13.9,7.52,4.55,13.8,14.1
310,UCLA ,35,25,10,0.714,12.82,7.77,,13,5,,15,3,,6,3,,74.4,69.3,,40.6,27.5,60.9,0.451,4.89,14.7,0.333,14.6,20.2,0.724,11.1,33.3,16,8.09,3.63,11.2,15
311,UNC Asheville,32,16,16,0.5,-3.63,-3.94,,10,6,,10,4,,6,8,,71.8,69.2,,40.2,25.8,57.2,0.45,4.84,14.6,0.331,15.4,21.6,0.714,12,33.4,14.3,8.16,5.28,14.5,16.2
312,UNC Greensboro,31,9,22,0.29,-9.38,-5.28,,6,12,,6,9,,2,12,,71.7,73.7,,40,25.4,60.8,0.418,7.32,21.5,0.341,13.5,20.1,0.673,11.3,33.5,12.1,7.32,1.61,12.7,21.8
313,UNC Wilmington,30,10,20,0.333,-10.07,-2.24,,5,13,,9,5,,1,15,,63.3,70.4,,40,22.6,54.2,0.417,5.33,15.8,0.337,12.7,19.8,0.642,11.3,32.1,11.3,6.13,4.2,14.3,17.8
314,UT Arlington,33,19,14,0.576,0.55,-0.94,,11,7,,7,8,,10,5,,64.3,62.8,,40,22.7,55.2,0.412,5.73,16.8,0.342,13.1,20.1,0.652,13.2,34.2,12.5,7.61,3.58,14.7,20.8
315,Utah,33,15,18,0.455,4.7,6.63,,5,13,,11,7,,2,10,,64.2,63.2,,40.3,22.8,52,0.439,5.94,16.4,0.362,12.5,16.6,0.755,9,30.8,13.9,5.55,3.33,12.9,15.5
316,Utah State,31,21,10,0.677,3.75,-0.72,,11,7,,14,4,,7,5,,68.8,63.6,,40.5,24.2,51.5,0.469,5.74,16.1,0.356,14.7,20.4,0.723,11.5,35.5,14.7,4.84,4.03,13.2,16.1
317,Utah Valley,32,14,18,0.438,-11.39,-7.04,,3,5,,9,4,,3,11,,67.4,67.7,,40.9,24.8,54.7,0.453,5.66,16.9,0.334,12.2,17.2,0.71,8.47,30.4,14.3,6.34,3.03,12.2,14.6
318,UTEP,32,18,14,0.563,4.62,2.37,,10,6,,12,3,,4,7,,63.8,61.6,,40.6,22.1,49.1,0.449,5.53,15.8,0.351,14.2,20.9,0.677,8.56,28.1,13.4,5.34,3.69,12.4,17.1
319,UTSA,32,10,22,0.313,-6.48,-1.01,,3,14,,3,9,,4,11,,64,69.5,,40.2,21.7,54,0.401,7.38,22.1,0.334,13.3,19.7,0.676,11.1,28.6,10.1,6.22,1.34,13.5,16.6
320,Valparaiso ,34,26,8,0.765,7.15,-1.12,,13,3,,15,2,,10,5,,71.2,62.3,,40.1,24.2,50,0.484,7.44,20,0.372,15.3,21,0.731,8.91,29.6,13.7,6.82,3.35,14.3,17.2
321,Vanderbilt,33,16,17,0.485,6.26,6.05,,8,10,,9,6,,4,7,,60.3,60.1,,40.3,20.6,50.6,0.408,7.79,22.2,0.35,11.3,17.8,0.635,9.3,30.5,11.7,4.85,3.64,12.1,16.5
322,Vermont,33,21,12,0.636,-0.12,-4.45,,11,5,,10,5,,9,7,,63.5,59.2,,40,21.5,49.3,0.437,4.79,14.9,0.322,15.7,22.1,0.709,10.7,31.8,11.4,6.55,2.82,12.8,16.3
323,Villanova ,34,20,14,0.588,10.75,8.54,,10,8,,12,4,,6,7,,67.9,65.1,,40.7,21.5,51.8,0.416,6,18.1,0.331,18.8,26.1,0.719,11.3,32.8,12.1,7.74,3.35,15.7,19.1
324,Virginia,35,23,12,0.657,12.91,4.25,,11,7,,20,2,,3,8,,64.2,55.6,,40.1,23.4,51.1,0.457,6.09,15.8,0.385,11.4,16.1,0.706,8.51,29.2,14,5.89,4.4,11.2,15.7
325,Virginia Commonwealth ,36,27,9,0.75,16.97,4.55,,12,4,,15,2,,8,3,,76.9,64.5,,40.3,28.1,62.3,0.45,7.81,22.2,0.351,13,18.6,0.701,13.3,32.1,14.5,11.7,3.03,11.3,19.7
326,VMI,31,14,17,0.452,-11.36,-7.08,,8,8,,8,5,,5,10,,78.2,77.8,,40.2,28.1,64.9,0.434,9.1,28,0.325,12.8,19.5,0.657,13.5,34.7,15,8.06,4.35,13.2,17.4
327,Virginia Tech,32,13,19,0.406,1.8,6.34,,4,14,,10,7,,2,9,,70.3,74.8,,40.6,24.7,58,0.426,5.69,18.1,0.314,15.1,21.3,0.709,11.1,32.4,10.2,4.31,3.91,12,18.8
328,Wagner,31,19,12,0.613,-3.22,-5.06,,12,6,,11,3,,7,8,,68.9,67.1,,41,24.4,55.8,0.437,4.26,13.4,0.317,15.9,22.5,0.705,12.2,33.8,12.3,8.16,5.26,15.2,20.5
329,Wake Forest,31,13,18,0.419,3.44,6.19,,6,12,,11,5,,1,10,,67.5,70.3,,40,23.1,53.3,0.434,5.42,15.7,0.345,15.8,23.3,0.68,9.45,30.4,11.4,7.1,4.23,14.4,18.1
330,Washington,34,18,16,0.529,7.88,7.18,,9,9,,11,7,,5,7,,67.9,67.2,,40.3,24.7,56.8,0.436,5.32,15.5,0.343,13.1,19.2,0.683,12.9,32.9,11.9,5.24,4.15,13.2,17.2
331,Washington State,32,13,19,0.406,6.65,5.22,,4,14,,10,7,,1,9,,64.4,63,,40.3,22.4,52.5,0.427,7.25,20.9,0.347,12.3,17.9,0.688,10.3,29.6,12.3,4.5,2.41,12,15.3
332,Weber State,37,30,7,0.811,5.78,-5.71,,18,2,,17,2,,11,5,,75.7,61.5,,40.4,26.8,52.9,0.506,7.19,17.3,0.416,15,20.8,0.721,9.03,34,14,5.27,4.46,12.4,16.8
333,West Virginia,32,13,19,0.406,4.61,6.55,,6,12,,8,6,,3,9,,66.1,68.1,,40.2,22.6,55.3,0.408,5.34,16.9,0.316,15.7,22.5,0.695,13.4,31.9,12.4,7.31,3.69,13,19.6
334,Western Carolina,33,14,19,0.424,-6.42,-4.39,,9,9,,7,6,,5,11,,69.3,69.7,,40.3,25.1,58.3,0.43,6.27,18.5,0.339,12.9,18.3,0.704,12.6,31.2,11.3,7.58,3.03,13,19.8
335,Western Illinois,31,22,9,0.71,-1.87,-5.42,,13,3,,12,2,,7,5,,59.5,53.6,,40.2,21.3,45.6,0.466,5.19,13.3,0.391,11.8,18.4,0.642,7.1,28.2,12,5.84,4.03,11.4,12.6
336,Western Kentucky ,36,20,16,0.556,-0.63,-1.12,,10,10,,11,4,,4,9,,66.9,65.7,,40.1,23.3,54.4,0.427,6.28,19.7,0.319,14.1,21,0.674,12.3,33.4,11.1,6.19,3.19,14.9,19.2
337,Western Michigan,35,22,13,0.629,0.42,-1.44,,10,6,,12,2,,7,10,,67,63.9,,40.4,22.4,51.9,0.432,5.37,16.8,0.32,16.8,23.9,0.703,11.9,33.5,11.8,5.66,3.26,14.6,17.9
338,Wichita State ,39,30,9,0.769,14.68,6.09,,12,6,,14,2,,7,5,,69.7,61.2,,40,24.5,55.5,0.44,6.64,19.6,0.339,14.2,20.3,0.699,13.1,34.7,13.6,7.41,4.44,12.6,17.9
339,William & Mary,30,13,17,0.433,-4.01,-3.42,,7,11,,8,5,,5,11,,68.8,68.3,,41,23.9,51.2,0.467,7.43,19.7,0.377,13.5,19,0.709,8.67,30.3,14.3,5.13,3.03,13,15.5
340,Winthrop,31,14,17,0.452,-8.57,-4.39,,6,10,,11,4,,2,12,,60,61.2,,40.2,20.9,50.2,0.416,5.81,18.4,0.316,12.4,18.1,0.688,9.48,28.8,9.48,4.84,2.16,13,17.5
341,Wisconsin ,35,23,12,0.657,18.76,9.73,,12,6,,15,3,,5,6,,65,55.9,,40.6,23.5,56,0.42,7.4,22.4,0.33,10.5,16.6,0.634,11.5,34.3,13.3,5.71,4.37,9.54,14
342,Wofford,32,13,19,0.406,-6.71,-4.61,,7,11,,9,3,,3,15,,58.1,59.1,,40,20.8,53,0.392,5.69,18.5,0.307,10.8,14.9,0.725,9.16,28.4,11.5,7.44,2.25,12.9,17.3
343,Wright State,36,23,13,0.639,2.25,-1.15,,10,6,,13,5,,8,7,,62,58.5,,40.3,22.3,50.7,0.439,5.67,16.7,0.339,11.9,16.9,0.703,8.39,27.5,11.9,7.42,1.92,13,18.2
344,Wyoming,34,20,14,0.588,5.32,4.54,,4,12,,13,6,,6,7,,61,59.1,,40.3,20.8,48.7,0.427,6.59,20.4,0.322,12.8,19,0.675,7.59,25.9,11.7,6.29,3.24,11.4,15.3
345,Xavier,31,17,14,0.548,7.71,4.97,,9,7,,11,4,,4,7,,65.2,62.5,,40.3,23.3,51,0.456,4.52,12.9,0.35,14.1,21.1,0.667,10.6,31.9,11.2,5.29,2.77,13,17.5
346,Yale,31,14,17,0.452,-3.94,-0.8,,8,6,,8,4,,5,11,,67.1,66.3,,40.6,22.5,52.3,0.43,5.94,16.9,0.351,16.2,22.2,0.728,11.9,31.5,12.9,6.35,2.97,14.3,18.7
347,Youngstown State,34,18,16,0.529,-2.13,-0.8,,7,9,,12,5,,6,9,,71.4,69.3,,40.9,25.1,58.2,0.431,7.21,20.8,0.347,14,20.2,0.692,10.1,31.9,14.8,6.79,5.35,11.7,17
